contig	length	gc	case.fre	case.mean.depth	case.mean.cov	control.fre	control.mean.depth	control.mean.cov	annotation	human	Specy
k61_1729	304	0.618421052631579	2	0.540193050865593	0.0711326994523009	45	0.71325600748325	0.0367250293015274	N	N	Klebsiella pneumoniae
k61_1679	611	0.563011456628478	2	1.69601558572147	0.073403720462544	43	1.00274889705454	0.0365559410031119	N	N	Klebsiella pneumoniae
k61_943	296	0.503378378378378	2	0.305176942945495	0.0726428735992812	41	0.851602303464366	0.0358649459633618	N	N	Klebsiella pneumoniae
k61_835	235	0.395744680851064	1	0.437741519965651	0.0588235294117647	8	0.0255269328649345	0.00597253460162775	N	N	Saccharomyces cerevisiae
k61_94	277	0.436823104693141	1	0.429946524064171	0.0588235294117647	18	0.0457754467104076	0.00858578169761815	N	N	Saccharomyces cerevisiae
k61_369	208	0.596153846153846	1	0.577519379844961	0.0588235294117647	38	0.930778778679754	0.0378483063451619	N	N	Klebsiella pneumoniae
k61_676	407	0.412776412776413	1	0.221224708562241	0.0568136138282192	5	1.33214536681401	0.00548170083700327	N	N	Klebsiella pneumoniae
k61_634	311	0.440514469453376	3	0.935990508199565	0.152323892519971	284	0.44465034468251	0.133446394010476	N	N	NA
k61_541	506	0.537549407114625	2	0.492549198467323	0.0969675493009389	58	1.01800458872043	0.0406876372790501	N	N	Klebsiella pneumoniae
k61_1547	203	0.522167487684729	1	0.743555849306012	0.0588235294117647	32	1.02900621878674	0.0326852090554234	N	N	Klebsiella pneumoniae
k61_1023	1683	0.516934046345811	2	3.15016760802681	0.0824838131974101	220	2.04272701755053	0.0664694124520582	N	N	Klebsiella pneumoniae
k61_1207	319	0.244514106583072	1	0.800394978135141	0.0588235294117647	11	0.0379766279509522	0.00600634536892082	N	N	Candida albicans
k61_1503	203	0.551724137931034	2	0.194950198837885	0.0808109651627641	39	0.606741297261921	0.0346799306305804	N	N	Klebsiella pneumoniae
k61_359	366	0.557377049180328	2	0.312372172532739	0.0710983580424039	56	0.844570982175935	0.0430731297747891	N	N	Klebsiella pneumoniae
k61_1672	232	0.331896551724138	1	0.562283737024222	0.0588235294117647	9	1.06453383047416	0.0106158547448381	N	N	Human respiratory syncytial virus B
k61_751	281	0.177935943060498	4	2.50338402684489	0.217695572906257	584	4.80370367977284	0.48883784662871	N	N	NA
k61_190	249	0.429718875502008	1	0.775676186873465	0.0588235294117647	7	0.080379041719226	0.00781950669122636	N	N	parainfluenza virus 5
k61_1518	307	0.592833876221498	2	0.63974915028046	0.0678545363554851	88	3.1815314848842	0.0631885399262245	N	N	Corynebacterium striatum
k61_412	596	0.585570469798658	1	8.53127250900359	0.0588235294117647	184	15.4223132542878	0.0708263764817543	N	N	Torque teno virus
k61_1206	239	0.338912133891213	1	0.636128775834659	0.0588235294117647	9	0.0346229141028109	0.00588639493605136	N	N	Candida albicans
k61_1272	1342	0.578241430700447	2	0.987364422770732	0.0703618234858711	84	1.14685157258696	0.0416051522207272	N	N	Klebsiella pneumoniae
k61_1574	324	0.342592592592593	1	0.262691377921031	0.0588235294117647	12	0.0332645010412414	0.0070366960602743	N	N	Candidozyma auris
k61_681	250	0.432	4	0.561125510959198	0.196945506809164	434	0.570218688079681	0.25898693001667	N	N	NA
k61_433	478	0.405857740585774	1	0.653706688154712	0.0588235294117647	8	0.0598768599960555	0.00835951132589168	N	N	parainfluenza virus 5
k61_1219	216	0.532407407407407	2	0.493087423788471	0.0795057749127048	45	0.726783793483077	0.0369064022339555	N	N	Klebsiella pneumoniae
k61_821	259	0.335907335907336	1	0.740546218487394	0.0584733893557423	18	0.0631684833558674	0.00967452308607425	N	N	Pichia kudriavzevii
k61_596	328	0.426829268292683	4	0.732560101024659	0.187970929725984	398	0.422950272296663	0.193056506320688	N	N	NA
k61_1080	230	0.465217391304348	2	0.492031706299541	0.0973717146433041	63	1.07263820003006	0.0488623385871594	N	N	Klebsiella pneumoniae
k61_645	271	0.634686346863469	2	0.413011523827772	0.114075630252101	42	0.962202376288201	0.0351126793715785	N	N	Klebsiella pneumoniae
k61_614	434	0.571428571428571	1	0.745098039215688	0.0588235294117647	43	0.72616059210806	0.0338560244865297	N	N	Klebsiella pneumoniae
k61_1172	249	0.389558232931727	4	0.257585624421222	0.150545319795657	247	0.242335010372184	0.151995376853964	N	N	NA
k61_1042	1307	0.485080336648814	3	1.80123939791872	0.0643372812072335	116	1.21685519371592	0.0511951421634602	N	N	Klebsiella pneumoniae
k61_544	201	0.407960199004975	1	0.579051873914122	0.0588235294117647	8	0.0835071223852194	0.00776434127240634	N	N	parainfluenza virus 5
k61_665	209	0.454545454545455	4	0.331208342080325	0.144571201693285	329	0.299948443958899	0.187245964124444	N	N	NA
k61_558	470	0.608510638297872	6	5.81534609889041	0.158902819751316	214	6.06401604159732	0.0948531230701789	N	N	Klebsiella pneumoniae
k61_1649	287	0.571428571428571	2	0.426530852220948	0.0744421906693712	50	1.11189057895479	0.0395359292407011	N	N	Klebsiella pneumoniae
k61_1191	205	0.536585365853659	3	0.606534635026001	0.165845724888001	250	0.568843734815385	0.193091559618309	N	N	NA
k61_1355	226	0.513274336283186	1	0.176946892117171	0.0588235294117647	1	0.00236887192115513	0.00109629188909272	N	N	Caudoviricetes sp.
k61_507	247	0.461538461538462	5	0.583555818649052	0.192142513895876	365	0.381918785772491	0.196589507812869	N	N	NA
k61_771	231	0.45021645021645	1	0.135654261704682	0.0533013205282113	1	0.004654515497889	0.00120996807743796	N	N	Caudoviricetes sp.
k61_714	208	0.591346153846154	2	0.326638904431256	0.100824611772044	35	0.754961480324074	0.0330348652322947	N	N	Klebsiella pneumoniae
k61_1566	285	0.575438596491228	1	0.191509613554159	0.0588235294117647	86	13.9047248689006	0.0572191991926778	N	N	Klebsiella pneumoniae
k61_1360	627	0.526315789473684	2	1.22389729013538	0.0660130718954248	69	1.31545329087258	0.0440699674264236	N	N	Klebsiella pneumoniae
k61_691	345	0.382608695652174	1	0.427926616191031	0.0588235294117647	14	0.0362917263373842	0.00745052642275097	N	N	Saccharomyces cerevisiae
k61_492	241	0.531120331950207	1	0.451311605723371	0.0588235294117647	35	0.849189763493674	0.0338317456947739	N	N	Klebsiella pneumoniae
k61_595	474	0.556962025316456	1	0.757520597815671	0.0588235294117647	61	0.952781313437084	0.0424872398943528	N	N	Klebsiella pneumoniae
k61_675	203	0.379310344827586	1	0.443304130162704	0.0588235294117647	9	0.034907748088526	0.00536837630609168	N	N	Candidozyma auris
k61_778	396	0.333333333333333	1	1.17889521399958	0.0588235294117647	24	0.076539726820304	0.011315360771439	N	N	Candida albicans
k61_1123	243	0.530864197530864	1	0.200980392156863	0.0588235294117647	1	0.00218635158394194	0.00112677221110956	N	N	Caudoviricetes sp.
k61_260	236	0.453389830508475	4	0.759940155879904	0.16060846399943	196	0.364663541085076	0.127228333624644	N	N	NA
k61_182	533	0.48968105065666	2	0.801398845127379	0.0756614913623442	67	1.1333513794421	0.0464539042760222	N	N	Klebsiella pneumoniae
k61_666	207	0.502415458937198	1	0.236074960957835	0.0588235294117647	1	0.00417903498050171	0.00124556195797684	N	N	Bacteriophage sp.
k61_116	214	0.598130841121495	1	0.34084440227704	0.0588235294117647	52	0.751378063382745	0.0389287456426247	N	N	Klebsiella pneumoniae
k61_250	278	0.532374100719424	1	0.127991886409736	0.0582150101419878	1	0.00478788116635925	0.00126019823048982	N	N	NA
k61_272	290	0.579310344827586	1	0.462879168761522	0.0588235294117647	40	1.28415912571119	0.0393623598843075	N	N	Klebsiella pneumoniae
k61_440	834	0.387290167865707	1	1.00532265144864	0.0588235294117647	8	0.108314129081494	0.00904248068876375	N	N	parainfluenza virus 5
k61_533	395	0.430379746835443	4	0.275149325051145	0.136153186333261	265	0.336918139692761	0.173898860354648	N	N	Pseudorca crassidens
k61_89	289	0.512110726643599	1	0.439270919635459	0.0588235294117647	45	0.905159334037848	0.0381519173293441	N	N	Klebsiella pneumoniae
k61_423	399	0.6265664160401	1	0.369446512782328	0.0588235294117647	63	0.971123493076585	0.0411563732450369	N	N	Klebsiella pneumoniae
k61_871	606	0.511551155115512	1	0.875654176261253	0.0588235294117647	49	0.849602095310423	0.0375321896376937	N	N	Klebsiella pneumoniae
k61_487	296	0.510135135135135	4	0.926567853611737	0.153837849816305	280	0.651983942540547	0.20742118464308	N	N	NA
k61_1013	200	0.31	1	0.134217067108534	0.0588235294117647	40	1.83164953378924	0.0372993974874541	N	N	Klebsiella pneumoniae
k61_1154	381	0.47244094488189	4	0.538876010844428	0.178431245013003	482	0.466002311889148	0.245893909887158	N	N	Trachinotus anak
k61_912	528	0.363636363636364	1	0.569775658010952	0.0588235294117647	18	0.0377569105324384	0.00771291783520454	N	N	Candida albicans
k61_1176	426	0.514084507042254	1	0.549236269093273	0.0588235294117647	87	1.21517954500554	0.0526646559724552	N	N	Klebsiella pneumoniae
k61_1200	823	0.482381530984204	5	0.849403877769749	0.170917921373693	284	0.432778394617675	0.157991596725759	N	N	NA
k61_1278	1344	0.368303571428571	1	1.86666103222898	0.0588235294117647	19	0.0622410260887379	0.00680047120135369	N	N	Saccharomyces cerevisiae
k61_896	247	0.502024291497976	4	0.284788040440178	0.148434648508693	251	0.411370427085761	0.180449324722695	N	N	Pseudorca crassidens
k61_789	395	0.394936708860759	1	0.843218784395253	0.0588235294117647	8	0.089333919066511	0.00847754699519932	N	N	parainfluenza virus 5
k61_763	355	0.549295774647887	1	0.425810040328188	0.0588235294117647	52	0.820333793816837	0.040475327311454	N	N	Klebsiella pneumoniae
k61_1646	245	0.473469387755102	1	0.18270944741533	0.0588235294117647	1	0.00445248638019723	0.00111312159504931	N	N	Caudoviricetes sp.
k61_1571	497	0.533199195171026	2	0.34320995459639	0.086341167726098	110	1.40658624940275	0.0559342585344172	N	N	Klebsiella pneumoniae
k61_857	227	0.431718061674009	3	0.49354442563643	0.148021414171691	191	0.286229588485834	0.121839960216121	N	N	Melanogrammus aeglefinus
k61_592	206	0.524271844660194	2	0.321971093796467	0.0970855885326831	54	1.4850551173229	0.0483518283420319	N	N	Klebsiella pneumoniae
k61_193	702	0.454415954415954	4	0.806698406504417	0.178142611639919	484	0.528254429852426	0.21433848441799	N	N	NA
k61_34	268	0.600746268656716	2	0.977839016241824	0.0755372259604949	63	1.13149706131055	0.0505194936721365	N	N	Klebsiella pneumoniae
k61_197	870	0.562068965517241	2	1.27754151129519	0.0638097163263931	66	1.1256334129237	0.0414981535959412	N	N	Klebsiella pneumoniae
k61_699	246	0.451219512195122	1	0.272355095884508	0.0588235294117647	1	0.00280366750018944	0.000904245914475513	N	N	Caudoviricetes sp.
k61_905	328	0.591463414634146	4	0.171369894116561	0.116539433147525	250	0.208744760104288	0.140672670741205	N	N	Phoenix dactylifera
k61_265	251	0.338645418326693	4	0.11092215555912	0.109548843588417	261	0.154659209480378	0.121974163839444	N	N	NA
k61_200	283	0.424028268551237	1	0.111176470588235	0.0588235294117647	1	0.00165420379610474	0.00105021657899837	N	N	Caudoviricetes sp.
k61_269	238	0.57563025210084	1	0.536308316430021	0.0588235294117647	51	0.571276403911394	0.0403640797074216	N	N	Klebsiella pneumoniae
k61_1007	424	0.445754716981132	5	0.897638182631272	0.185429749491428	438	0.592589121646255	0.221200835992178	N	N	NA
k61_1381	212	0.518867924528302	3	0.16627373182758	0.118598347850826	122	0.0910546797348352	0.0648654478809057	N	N	NA
k61_891	281	0.309608540925267	1	0.286348501664817	0.0588235294117647	11	0.0267170690395719	0.00588404573109421	N	N	Debaryomyces hansenii var. hansenii
k61_379	1021	0.470127326150833	2	204.65050063802	0.115017530190884	84	14.269120732931	0.0535658876770453	N	N	Influenza A virus
k61_550	233	0.549356223175966	2	0.400910577619659	0.0780159521435693	52	1.05977317028498	0.0423543786259998	N	N	Klebsiella pneumoniae
k61_18	208	0.442307692307692	2	0.345004150383794	0.101059513705593	55	1.45993661460863	0.0469569217774533	N	N	Klebsiella pneumoniae
k61_863	231	0.593073593073593	1	0.623844186504035	0.0588235294117647	42	0.934827807389284	0.0373795272543252	N	N	Klebsiella pneumoniae
k61_484	493	0.359026369168357	1	0.686535079147941	0.0588235294117647	7	0.0321825427077411	0.00492312221781527	N	N	Human respiratory syncytial virus B
k61_1268	260	0.615384615384615	1	0.369611036597049	0.0588235294117647	49	0.800031656675582	0.0389664087156191	N	N	Klebsiella pneumoniae
k61_1001	586	0.380546075085324	1	1.00541271989175	0.0586643317678898	8	0.0824283920879268	0.00726917564354197	N	N	parainfluenza virus 5
k61_1616	578	0.555363321799308	2	1.58871342391802	0.06647869270496	71	1.21269921706577	0.0443169003742031	N	N	Klebsiella pneumoniae
k61_1363	276	0.503623188405797	5	0.586357157681924	0.187718069149845	252	0.346439396291109	0.165565709028913	N	N	Lampetra fluviatilis
k61_1369	448	0.535714285714286	2	0.529977337457864	0.0788209323464485	60	1.21013605627013	0.0461440353728947	N	N	Klebsiella pneumoniae
k61_716	227	0.343612334801762	1	0.446379273731153	0.0588235294117647	10	0.0358977426242313	0.00675942914368686	N	N	Saccharomyces cerevisiae
k61_685	318	0.537735849056604	2	0.480573265839896	0.0729338464357706	51	1.00284786234012	0.0408322568466585	N	N	Klebsiella pneumoniae
