contig	length	gc	stage1_fre	stage1_mean_depth	stage1_mean_cov	stage2_fre	stage2_mean_depth	stage2_mean_cov	control.fre	control.mean.depth	contro.mean.cov	annotation
k141_4911	415	0.347	2	2.000	0.823	2	4.000	0.773	963	0.0760823950124171	0.0605629904014477	Homo sapiens
k141_4274	314	0.398	3	2.667	0.875	8	3.625	0.805	964	0.101625674906022	0.0835066660007652	Homo sapiens
k141_3459	440	0.411	2	3.000	1.000	3	4.000	0.992	964	0.101118830216963	0.0681554969161612	NA
k141_9146	475	0.385	5	8.600	0.953	13	9.308	0.981	964	0.0743178527112781	0.0643039205054578	Homo sapiens
k141_7997	505	0.396	4	1.750	0.838	7	2.000	0.627	964	0.0644216393848141	0.0527873586150993	Homo sapiens
k141_6991	698	0.397	4	6.000	0.909	9	4.000	0.762	964	0.0549626745292321	0.0434193184965479	Naegleria fowleri
k141_5598	510	0.375	3	3.667	0.809	7	3.429	0.798	965	0.0612781115934526	0.0474975400472859	Homo sapiens
k141_6734	364	0.354	4	1.750	0.909	8	1.875	0.833	966	0.093179480354775	0.0676113857755924	Homo sapiens
k141_70	496	0.369	5	6.200	0.933	9	5.889	0.911	966	0.0735417837603796	0.0568215033620059	Homo sapiens
k141_5008	351	0.547	4	1.250	0.881	6	46.833	0.943	970	5.17494290485724	0.13684389523303	Micrococcus luteus
k141_741	446	0.386	4	1.500	0.848	4	3.500	0.766	970	0.0924970271088463	0.0658674736903808	NA
k141_8435	423	0.414	4	2.000	0.669	3	1.000	0.581	970	0.0832250615875739	0.059243521841246	Homo sapiens
k141_9129	556	0.379	5	7.600	0.950	16	8.688	0.867	970	0.0557652611471455	0.0439452400259523	Homo sapiens
k141_10067	516	0.415	4	2.250	0.891	5	2.800	0.873	972	0.0768233159531739	0.0560621388050573	NA
k141_5857	563	0.391	5	3.600	0.785	10	7.200	0.868	972	0.0584682856147434	0.0509632349242104	Homo sapiens
k141_9353	414	0.365	3	2.000	0.848	7	2.143	0.587	975	0.0913726305222642	0.067739540595543	Homo sapiens
k141_1657	413	0.395	2	3.000	0.937	2	16.000	0.615	979	0.218796230901885	0.0873960451411079	Homo sapiens
k141_5829	606	0.365	3	3.667	0.953	8	2.875	0.735	980	0.0561413219391913	0.0459974785950429	Homo sapiens
k141_9881	461	0.388	5	6.000	0.941	10	4.900	0.864	981	0.0721661034608978	0.0621372944723072	Homo sapiens
k141_8637	354	0.404	3	3.667	0.924	3	5.667	0.720	982	0.261872611772282	0.114054093771696	Homo sapiens
k141_6081	429	0.359	3	2.000	0.957	9	3.778	0.908	982	0.0929174138010541	0.0686215944128249	Homo sapiens
k141_2970	452	0.400	4	3.000	0.881	14	5.143	0.780	983	0.111669192270404	0.08673524693193	Homo sapiens
k141_9172	730	0.348	5	4.800	0.919	12	7.083	0.874	983	0.0485595514414371	0.0415723914784485	Homo sapiens
k141_8670	417	0.403	5	4.400	0.968	11	3.909	0.990	984	0.0752523873409751	0.0634948552366602	Homo sapiens
k141_530	653	0.516	4	2.500	0.639	10	23.700	0.739	985	5.38519492937483	0.126100942138843	Micrococcus luteus
k141_4105	587	0.394	5	2.000	0.712	11	2.364	0.705	985	0.0613982144294258	0.052855893113126	Homo sapiens
k141_9621	376	0.407	2	1.000	0.979	4	2.250	0.987	987	0.105701531861718	0.0759272172062292	NA
k141_1826	755	0.368	4	5.750	0.797	11	5.364	0.638	987	0.0547611917250356	0.0403457984852693	Homo sapiens
k141_622	593	0.368	3	2.667	0.957	3	1.000	0.890	989	0.0816150131212999	0.0522001431736907	Homo sapiens
k141_8537	477	0.440	2	1.500	0.980	2	2.000	0.821	995	0.16794217549373	0.0764907724477247	Homo sapiens
k141_906	708	0.377	5	2.600	0.758	7	4.714	0.757	995	0.0611471591495494	0.0422376437477605	Homo sapiens
k141_10230	505	0.382	5	4.000	0.770	9	5.889	0.809	996	0.0653065828499829	0.0526421333774569	Homo sapiens
k141_9551	457	0.361	2	1.000	0.677	4	3.000	0.421	999	0.0783242953202513	0.0610810025760416	Homo sapiens
k141_3067	507	0.383	3	4.667	0.924	2	6.500	0.883	1000	0.160923443047992	0.0719851076977123	Homo sapiens
k141_1696	435	0.386	5	2.600	0.942	9	2.889	0.766	1004	0.0802092885584972	0.0644923607517976	Homo sapiens
k141_6420	697	0.413	3	2.333	0.687	2	2.000	0.654	1004	0.0633153327592215	0.0406339946505783	Homo sapiens
k141_8070	435	0.368	5	3.000	0.879	9	3.333	0.767	1005	0.0909050471152785	0.0661415941860548	Homo sapiens
k141_7674	699	0.393	4	2.250	0.748	11	5.455	0.740	1005	0.0494861937805848	0.0404040980975785	Homo sapiens
k141_7598	306	0.353	3	1.667	0.928	4	1.250	0.824	1006	0.160234080225863	0.0956548599289841	Homo sapiens
k141_274	300	0.367	4	1.750	0.934	4	5.250	0.948	1007	0.124510889772472	0.0889999168762463	Homo sapiens
k141_7935	442	0.387	4	1.750	0.829	10	6.000	0.786	1007	0.0832169880291197	0.0666774241620246	Homo sapiens
k141_5025	283	0.385	3	1.000	0.538	4	4.000	0.933	1008	0.126944188752671	0.0941962811284131	NA
k141_7738	508	0.390	4	4.750	0.949	11	5.636	0.944	1008	0.0679617806197435	0.0587294258539025	Homo sapiens
k141_7451	506	0.393	5	1.800	0.619	2	4.000	0.615	1009	0.0940819616318896	0.0548462136169606	Homo sapiens
k141_9897	403	0.367	2	1.500	0.950	3	1.667	0.637	1010	0.0930120545332191	0.068396251887182	Homo sapiens
k141_7964	461	0.373	5	4.000	0.606	10	4.400	0.588	1010	0.0798393230305897	0.0486231846585177	Homo sapiens
k141_9872	590	0.363	4	3.250	0.727	5	2.400	0.625	1011	0.0801405031179674	0.0538989539534134	Homo sapiens
k141_6156	433	0.390	5	3.400	0.956	12	4.750	0.889	1011	0.0795092507841296	0.0617436160304791	Homo sapiens
k141_7522	628	0.377	5	8.600	0.956	15	10.067	0.941	1012	0.0521469132705336	0.0423341628876321	Homo sapiens
k141_1633	293	0.338	2	1.000	1.000	2	1.000	0.875	1013	0.336079635608025	0.0922353866957234	Homo sapiens
k141_7210	283	0.431	2	4.500	0.993	2	1.500	0.850	1014	0.275576921608033	0.123368665613328	Homo sapiens
k141_6665	567	0.384	5	12.000	0.999	10	12.800	0.987	1014	0.0734118365573484	0.0545038620278108	Homo sapiens
k141_3374	688	0.392	5	4.800	0.594	11	7.545	0.563	1014	0.0635767988251438	0.0517958977938603	Homo sapiens
k141_10103	587	0.378	5	2.200	0.814	7	4.286	0.788	1016	0.0586134002695744	0.0475089777298993	Homo sapiens
k141_1663	327	0.394	2	1.000	0.832	2	2.000	0.862	1018	0.127058671074851	0.0846758259772813	Homo sapiens
k141_7811	610	0.393	5	6.800	0.797	11	5.909	0.583	1019	0.0790020998726934	0.0407904691789848	Homo sapiens
k141_10293	598	0.403	3	1.667	0.839	10	4.500	0.653	1019	0.0643064243674716	0.0478724203758971	Homo sapiens
k141_6847	681	0.385	5	8.800	0.878	14	7.357	0.940	1023	0.0687233659269453	0.0582189482063679	Homo sapiens
k141_10544	664	0.444	4	171.000	1.000	15	63.467	0.862	1024	0.269144137573066	0.0426117104440007	Homo sapiens
k141_5698	417	0.432	3	1.333	0.661	2	1.500	0.843	1024	0.113378889607614	0.0886110751697686	Homo sapiens
k141_6191	497	0.427	3	2.667	0.620	4	1.000	0.578	1025	0.0758221697158462	0.0564401547749895	NA
k141_2688	613	0.403	5	95.400	0.852	12	51.167	0.849	1026	0.291034392917219	0.0450537004788132	Homo sapiens
k141_8466	744	0.397	5	10.400	0.956	16	10.688	0.908	1028	0.0485047131139379	0.0433215844174901	Homo sapiens
k141_8214	359	0.370	5	2.200	0.957	3	11.000	1.000	1029	0.113709540504507	0.0781478736925419	Naegleria fowleri
k141_4917	506	0.330	4	1.000	0.605	4	1.500	0.547	1030	0.0732830035668007	0.0559204780181123	Homo sapiens
k141_1804	322	0.363	4	1.750	0.708	5	2.400	0.742	1031	0.1306205891752	0.0835327044558095	Homo sapiens
k141_8341	458	0.395	3	2.000	0.735	6	1.333	0.404	1032	0.112725159019516	0.0881289503752039	Homo sapiens
k141_8631	604	0.356	4	2.250	0.805	6	3.167	0.871	1032	0.090457635585627	0.0605201283635964	Homo sapiens
k141_6143	289	0.363	3	1.333	0.930	7	3.000	0.974	1033	0.251088113269774	0.108257660505306	Homo sapiens
k141_2171	421	0.382	2	1.000	0.791	2	2.000	0.785	1033	0.114021563859809	0.0681146769535807	Homo sapiens
k141_6076	418	0.388	5	6.000	0.990	12	8.250	0.946	1033	0.0808735914473087	0.0673013065118213	Homo sapiens
k141_4677	427	0.372	5	6.600	0.868	11	5.455	0.937	1035	0.0985406540384873	0.0811176969866843	Homo sapiens
k141_9408	351	0.373	4	4.500	0.987	7	10.000	0.957	1037	0.1126942168866	0.0880797320980748	Naegleria fowleri
k141_4099	507	0.556	4	3.500	0.931	8	78.250	0.920	1038	4.95500100597777	0.153852951935509	Micrococcus luteus
k141_6876	441	0.376	4	2.750	0.905	5	4.000	0.806	1038	0.117770355492781	0.0821295298438984	Homo sapiens
k141_5787	316	0.392	2	1.500	0.840	4	1.500	0.843	1041	0.208372488568096	0.0909973519543009	NA
k141_2875	398	0.374	4	2.000	0.970	10	5.000	0.960	1041	0.0809660718279411	0.0674079684812904	Homo sapiens
k141_8042	607	0.387	4	8.750	0.863	13	5.308	0.820	1041	0.0709334622114006	0.0637061028578342	Homo sapiens
k141_3714	337	0.392	2	2.000	0.892	8	1.750	0.786	1044	0.461179104027707	0.0826113965822255	Homo sapiens
k141_2234	362	0.378	3	5.667	0.992	7	6.714	0.962	1045	0.105129250857039	0.0788694957288798	NA
k141_1003	346	0.396	2	1.000	0.899	3	1.000	0.885	1045	0.104695567548275	0.0840022947086308	Homo sapiens
k141_9937	1278	0.560	4	9.000	0.918	7	132.000	0.801	1046	1.83055086228921	0.107553794292265	Cutibacterium acnes
k141_4103	513	0.394	3	17.000	0.987	3	13.333	0.843	1047	0.148362266381348	0.075092511975042	Homo sapiens
k141_7112	457	0.403	3	3.000	0.961	2	2.000	0.709	1050	0.188800281385301	0.086248285585063	Homo sapiens
k141_9315	323	0.365	4	1.000	0.629	4	1.000	0.556	1051	0.112638771473496	0.0915530637710166	Homo sapiens
k141_5042	262	0.374	4	1.750	0.933	5	2.200	0.966	1052	0.187339221257901	0.116689730765711	Homo sapiens
k141_2167	419	0.389	5	8.200	0.908	5	21.000	0.953	1052	0.100989567069774	0.0694711208744682	Homo sapiens
k141_8648	784	0.379	5	9.800	0.818	16	12.312	0.808	1054	0.0478909779295691	0.0415279804644585	Homo sapiens
k141_2570	374	0.380	3	6.667	1.000	2	4.500	0.967	1055	0.207287373667315	0.102959870066018	Homo sapiens
k141_8222	408	0.426	5	2.800	0.928	7	4.714	0.779	1055	0.0922910391452408	0.0674964461566178	NA
k141_8667	459	0.405	3	2.333	0.749	6	2.333	0.848	1058	0.0799902537977154	0.0623176286448439	Homo sapiens
k141_1535	713	0.341	4	1.750	0.787	3	1.000	0.627	1065	0.0781813811317752	0.0498996564383539	Homo sapiens
k141_705	439	0.387	5	2.800	0.757	5	9.800	0.798	1066	0.0921838114229502	0.070311138920878	Homo sapiens
k141_2623	560	0.402	5	9.200	0.967	15	7.667	0.929	1068	0.0691944798771549	0.0596003220591493	Homo sapiens
k141_5985	226	0.376	2	1.000	0.670	2	2.500	0.989	1069	0.194849340682161	0.125137097252968	NA
k141_448	468	0.393	4	1.500	0.835	6	3.000	0.773	1070	0.117969751048053	0.0787491448224119	Homo sapiens
k141_9005	341	0.437	3	8.667	1.000	2	9.000	1.000	1071	0.246464378382955	0.120149317595483	Homo sapiens
k141_5820	549	0.361	4	1.750	0.885	3	3.333	0.920	1071	0.0905725761151876	0.0658630627159265	NA
k141_3410	507	0.404	2	1.000	0.853	6	1.833	0.479	1072	0.0846624180891381	0.064071512049597	Bradyrhizobium sp. WBOS01
k141_5981	433	0.383	2	4.000	0.970	11	2.273	0.923	1074	0.0801979697597594	0.0649518652964766	Homo sapiens
k141_145	323	0.421	3	6.333	1.000	2	3.000	0.955	1075	0.219741651707227	0.115598985941172	Homo sapiens
k141_10364	494	0.425	5	5.600	0.992	15	8.533	0.915	1075	0.0755235515092962	0.0597508578035044	Homo sapiens
k141_9217	437	0.368	5	3.200	0.953	9	2.889	0.895	1076	0.102340003023211	0.069019748866809	Homo sapiens
k141_4341	459	0.390	5	4.000	0.874	9	3.000	0.839	1076	0.0868322243548023	0.0660908763643986	Homo sapiens
k141_968	415	0.349	2	2.000	0.898	2	2.000	0.816	1078	0.0951628645435043	0.0715901595070834	Homo sapiens
k141_9180	530	0.366	3	2.000	0.725	4	2.250	0.633	1078	0.0909308567249938	0.0582048232164085	Homo sapiens
k141_9589	316	0.354	3	1.333	1.000	4	2.000	0.780	1079	0.143287779296288	0.100257964088428	Homo sapiens
k141_9812	393	0.361	4	2.500	0.900	6	2.500	0.577	1081	0.0998858203557754	0.0797237353151871	Homo sapiens
k141_5137	461	0.375	2	1.000	0.777	3	1.667	0.871	1081	0.0855342118395532	0.0617181475320543	Homo sapiens
k141_9252	536	0.422	3	1.333	0.719	2	2.500	0.649	1082	0.0869907043047159	0.060515516920827	Naegleria fowleri
k141_1155	655	0.382	4	12.000	0.960	14	10.714	0.891	1082	0.0561454654331659	0.0479656822639479	Homo sapiens
k141_3192	331	0.366	4	2.250	0.755	4	6.250	0.823	1083	0.117928230254658	0.0896015611547034	Homo sapiens
k141_5621	452	0.365	5	7.200	0.992	11	5.273	0.980	1083	0.0884429943033626	0.0688365966918203	Homo sapiens
k141_8895	499	0.405	4	2.250	0.745	13	4.538	0.831	1083	0.0651517422231571	0.0562682416135343	Homo sapiens
k141_4534	350	0.411	4	2.750	0.815	5	4.000	0.873	1085	0.197734020866786	0.0865920138610829	Homo sapiens
k141_1615	402	0.388	2	1.000	0.704	2	2.000	0.858	1086	0.193805663743252	0.0947434103687952	NA
k141_1467	419	0.360	4	1.250	0.830	3	1.667	0.980	1086	0.120056379254594	0.0865624242823892	Homo sapiens
k141_388	482	0.400	2	1.500	1.000	8	1.125	0.757	1086	0.113528803020355	0.0899984693839664	Homo sapiens
k141_9764	411	0.409	4	1.750	0.810	2	3.500	0.974	1090	0.11074444176773	0.0768129809988559	NA
k141_9136	566	0.371	5	8.200	0.953	11	4.818	0.918	1091	0.0745223751233877	0.0586361532741617	Homo sapiens
k141_3686	369	0.374	4	2.500	0.602	6	4.333	0.884	1092	0.126527022935903	0.0822145462966231	Homo sapiens
k141_201	351	0.379	3	4.333	0.970	2	5.000	0.974	1094	0.196993141845134	0.10634695843907	NA
k141_10251	391	0.407	3	1.667	0.894	5	2.000	0.758	1095	0.0996724463446077	0.0774939707218819	Homo sapiens
k141_7470	409	0.396	3	4.000	0.929	3	6.000	0.945	1096	0.19799458537975	0.0924404149723954	Homo sapiens
k141_6654	455	0.393	3	4.333	1.000	12	2.750	0.890	1096	0.0916039454051821	0.0773999686071769	Homo sapiens
k141_6044	296	0.348	2	2.000	1.000	3	1.000	0.524	1097	0.151332388950926	0.103973730615724	Homo sapiens
k141_3131	315	0.365	4	1.750	0.834	5	6.600	0.937	1097	0.128431151562117	0.0967699221315303	Homo sapiens
k141_5908	283	0.364	3	1.667	0.900	6	2.333	0.949	1098	0.137911256967588	0.10452243950389	Homo sapiens
k141_8594	388	0.399	3	13.000	1.000	4	15.250	0.935	1104	0.19172968604922	0.101736019615123	Homo sapiens
k141_879	412	0.342	4	6.750	0.995	10	5.200	0.921	1104	0.0994331149868957	0.0742959571937238	Homo sapiens
k141_10326	662	0.369	2	1.000	0.935	8	1.375	0.671	1106	0.0661231785682834	0.0500211477642166	Homo sapiens
k141_6289	602	0.404	2	1.000	0.773	4	1.750	0.598	1107	0.0823074630956461	0.0673339450252009	Homo sapiens
k141_4303	328	0.390	2	1.000	0.752	4	1.500	0.492	1109	0.128680573674773	0.0953334042295264	Homo sapiens
k141_4900	462	0.396	4	4.500	0.942	12	5.667	0.980	1109	0.0783146678956084	0.0620125619194321	Homo sapiens
k141_9502	608	0.401	5	20.800	0.925	14	11.643	0.787	1110	0.0782392264193455	0.0516740556689017	Homo sapiens
k141_5357	519	0.418	2	2.500	0.797	8	2.000	0.510	1111	0.0732299671669514	0.0612918232844562	Homo sapiens
k141_7948	443	0.377	4	1.000	0.740	8	1.750	0.645	1113	0.0892755242244555	0.0753623620308709	Homo sapiens
k141_4745	647	0.379	4	7.000	0.939	11	4.000	0.785	1113	0.0626232120746122	0.0524973584739357	Homo sapiens
k141_5926	325	0.366	3	4.000	0.963	2	7.500	0.960	1114	0.263475542617557	0.141209274872767	NA
k141_4764	547	0.388	5	9.200	0.895	14	13.071	0.888	1114	0.0881710874586943	0.0725358489647382	Homo sapiens
k141_9521	448	0.375	3	1.667	0.859	6	2.000	0.882	1115	0.105609065195688	0.0864296176058758	Homo sapiens
k141_1555	396	0.354	4	1.000	0.897	7	2.714	0.870	1116	0.176946626386036	0.0969678672733833	Homo sapiens
k141_9594	368	0.386	3	3.000	0.953	8	7.125	0.918	1117	0.105529077876018	0.0795899389074736	Homo sapiens
k141_2432	455	0.365	5	3.000	0.815	6	6.333	0.690	1117	0.099230976582462	0.0737795147864409	Homo sapiens
k141_10503	519	0.401	5	2.400	0.833	9	6.556	0.723	1121	0.0938914711576659	0.0743077018427141	Homo sapiens
k141_5124	422	0.389	3	1.333	0.701	10	1.900	0.769	1122	0.092767652286728	0.0668990004918291	Homo sapiens
k141_1206	296	0.355	3	1.333	1.000	6	2.667	0.954	1123	0.139910001508655	0.101609246434337	Homo sapiens
k141_7956	282	0.351	4	2.250	0.953	5	7.800	0.979	1126	0.157640816830103	0.108795049509144	Homo sapiens
k141_4638	538	0.357	2	1.500	0.801	4	1.750	0.923	1126	0.0856306627457328	0.067204411897729	Homo sapiens
k141_9867	564	0.383	2	1.000	0.781	2	1.000	0.742	1126	0.07880266518565	0.0636595557802998	Homo sapiens
k141_3134	297	0.370	2	1.000	0.470	5	6.400	0.942	1128	0.13785679322411	0.105609704737509	Homo sapiens
k141_4946	407	0.359	4	4.000	0.959	7	7.143	0.960	1128	0.126303801647062	0.0896181396726981	Homo sapiens
k141_4645	319	0.357	5	1.200	0.850	5	1.800	0.972	1129	0.158976502784798	0.103559024311719	Homo sapiens
k141_3526	517	0.408	2	3.500	0.822	6	4.167	0.887	1129	0.0925079535759054	0.0647639062199664	NA
k141_9874	509	0.365	4	11.250	1.000	10	8.300	0.965	1129	0.083590424180614	0.063716054848962	Homo sapiens
k141_9668	589	0.424	5	1.800	0.690	8	3.000	0.721	1129	0.0663837404272959	0.057071489635112	Homo sapiens
k141_3839	206	0.354	2	1.000	0.867	4	1.250	0.972	1132	0.213952621348892	0.129736648788979	Homo sapiens
k141_5861	350	0.391	3	2.333	0.713	7	3.000	0.573	1132	0.157147225035262	0.073194669118379	Homo sapiens
k141_10289	489	0.397	4	4.750	0.836	9	7.889	0.711	1132	0.0836607846275621	0.0690952721725131	Homo sapiens
k141_8027	496	0.379	5	16.000	1.000	15	11.267	0.952	1138	0.101384711641959	0.0817579045059526	Homo sapiens
k141_1053	588	0.413	5	3.600	0.866	11	4.909	0.751	1141	0.0810762457919041	0.0523868305424283	Homo sapiens
k141_5402	475	0.398	2	1.500	0.736	7	2.000	0.634	1145	0.0987175551497069	0.0673374118524605	Homo sapiens
k141_8092	372	0.360	2	1.500	0.661	3	1.333	0.581	1149	0.143682960608366	0.101081962802672	Homo sapiens
k141_435	512	0.404	5	2.400	0.808	3	3.667	0.850	1149	0.124320729723491	0.0608447777641383	NA
k141_10056	543	0.385	3	1.333	0.921	5	1.800	0.729	1157	0.071489587666945	0.061213152670851	Homo sapiens
k141_554	380	0.374	5	2.800	0.991	9	7.000	0.896	1160	0.177419721499744	0.121316350893671	Homo sapiens
k141_10379	640	0.391	3	3.333	0.954	2	7.500	0.955	1161	0.178638691634855	0.102099813739976	Homo sapiens
k141_4477	437	0.416	3	7.000	1.000	3	4.667	0.999	1162	0.215513871391737	0.11320809440236	Homo sapiens
k141_6064	347	0.395	3	6.667	0.939	10	2.800	0.877	1162	0.127151445166157	0.09609474898627	Homo sapiens
k141_9601	537	0.408	5	6.400	0.922	14	5.429	0.885	1162	0.0848192230109623	0.0665269713638724	Homo sapiens
k141_10135	601	0.388	5	6.200	0.934	14	6.214	0.792	1165	0.0773456711901702	0.0649108230963329	Homo sapiens
k141_15	505	0.400	3	2.000	0.650	4	4.250	0.737	1168	0.100678200425299	0.0730470315463651	Homo sapiens
k141_8923	387	0.419	3	1.667	0.762	9	2.667	0.738	1169	0.120373629946762	0.0959846649664745	Homo sapiens
k141_2446	555	0.391	2	2.000	1.000	7	1.714	0.471	1169	0.0817674694055253	0.0562867516692559	Homo sapiens
k141_1697	313	0.396	3	4.000	0.997	2	4.000	0.903	1170	0.299439693578123	0.132409854864984	Homo sapiens
k141_1460	402	0.361	4	4.250	0.998	10	4.400	0.925	1170	0.130483112913966	0.0921802989806191	Homo sapiens
k141_5312	454	0.388	3	8.667	0.956	3	7.000	0.914	1173	0.211047188846535	0.0914731501285417	Homo sapiens
k141_9367	502	0.406	4	3.500	0.992	9	3.000	0.900	1174	0.086909083279437	0.0698820201759162	Homo sapiens
k141_8370	506	0.401	5	2.800	0.942	11	5.636	0.946	1175	0.0880077003231444	0.0666730650953009	Homo sapiens
k141_1568	340	0.391	2	1.500	0.976	3	2.000	0.949	1177	0.143904373974536	0.101596595202535	Homo sapiens
k141_7832	489	0.413	2	2.500	0.881	10	3.100	0.763	1177	0.10121776002037	0.0707543773268678	Homo sapiens
k141_3513	421	0.394	3	1.333	0.702	3	1.000	0.796	1178	0.100109794058747	0.0839805465927354	Homo sapiens
k141_9822	549	0.377	5	6.200	0.921	11	4.364	0.881	1178	0.08564745822062	0.0651545333457999	Homo sapiens
k141_5924	322	0.512	3	2.000	1.000	7	16.714	0.952	1179	13.6754109972725	0.223337654563796	Stutzerimonas stutzeri
k141_1632	436	0.394	3	2.667	0.864	3	2.333	0.901	1179	0.253293989797082	0.109938924896568	NA
k141_2647	336	0.357	3	4.333	1.000	7	3.571	0.955	1181	0.128974494616625	0.0982134312049604	Homo sapiens
k141_9202	348	0.376	2	2.000	0.756	2	1.000	0.678	1184	0.166817214509005	0.0924464729831761	Homo sapiens
k141_6768	434	0.424	3	6.667	0.998	2	8.000	0.972	1185	0.204712758885177	0.116509947002683	Homo sapiens
k141_3817	509	0.407	3	7.333	0.997	2	7.000	0.961	1186	0.175344563472331	0.100988600448209	Homo sapiens
k141_1847	444	0.363	4	9.750	0.942	12	9.750	0.947	1186	0.127629604869097	0.0885126408081402	Homo sapiens
k141_3430	589	0.409	2	1.000	0.896	3	1.000	0.685	1186	0.0860934741933295	0.0541561136426402	Homo sapiens
k141_8121	496	0.409	4	3.750	0.959	13	5.538	0.814	1187	0.108364195400489	0.077885632270514	Homo sapiens
k141_4895	611	0.349	2	2.500	0.810	5	2.800	0.608	1188	0.07922047231544	0.0593219505926635	Homo sapiens
k141_9312	492	0.394	5	13.600	0.985	13	11.692	0.950	1189	0.08450827046366	0.0700292114149878	Homo sapiens
k141_9402	487	0.384	3	3.000	0.965	7	3.143	0.841	1190	0.0859904723816604	0.0571929734890841	Homo sapiens
k141_8187	635	0.394	4	1.500	0.635	9	2.444	0.696	1190	0.0688687337724455	0.0533038750344586	Homo sapiens
k141_1638	230	0.378	3	3.000	0.909	2	5.000	0.861	1191	0.41187399034037	0.144070036447177	Homo sapiens
k141_8577	427	0.415	5	3.200	0.972	3	2.333	0.909	1191	0.123719204255889	0.0827205223230876	NA
k141_9265	497	0.360	4	4.250	0.881	9	6.222	0.823	1191	0.123154416569453	0.0852382524261604	Homo sapiens
k141_9759	573	0.375	3	1.667	0.865	2	2.000	0.758	1192	0.0945439958743976	0.0668293965795356	Homo sapiens
k141_6038	304	0.368	3	1.333	0.870	3	1.333	0.831	1194	0.162600241972593	0.11830015809523	Naegleria fowleri
k141_10161	617	0.399	5	2.600	0.769	13	5.000	0.679	1194	0.0675391379414901	0.0596793338352122	Homo sapiens
k141_3556	418	0.383	2	2.000	0.610	3	4.667	0.926	1196	0.125320077872	0.0954517733030627	NA
k141_9701	369	0.385	2	1.500	0.909	4	1.500	0.566	1197	0.125812501242096	0.0933804454639846	Homo sapiens
k141_10429	365	0.405	2	2.000	0.715	7	1.143	0.647	1197	0.115732877829111	0.0945473841321513	Homo sapiens
