fragment	annotation	frquency	length	status
k141_1894 flag=1 multi=221.0000 len=554	Rhodococcus qingshengii	25	554	Annotated
k141_1911 flag=1 multi=705.0000 len=705	Rhodococcus qingshengii	25	705	Annotated
k141_914 flag=1 multi=94.6108 len=344	NA	NA	344	Unannotated
k141_479 flag=1 multi=117.0000 len=305	NA	NA	305	Unannotated
k141_1809 flag=1 multi=252.0000 len=855	Rhodococcus qingshengii	25	855	Annotated
k141_476 flag=1 multi=704.0000 len=12851	Rhodococcus qingshengii	25	12851	Annotated
k141_1366 flag=1 multi=307.0000 len=24960	Caudoviricetes sp.	10	24960	Target
k141_919 flag=1 multi=689.0000 len=12181	Rhodococcus qingshengii	25	12181	Annotated
k141_1731 flag=1 multi=226.0000 len=362	Rhodococcus qingshengii	25	362	Annotated
k141_686 flag=1 multi=516.0000 len=378	Rhodococcus qingshengii	25	378	Annotated
k141_504 flag=1 multi=603.0000 len=2112	Rhodococcus qingshengii	26	2112	Annotated
k141_1275 flag=1 multi=498.0000 len=1503	Rhodococcus qingshengii	25	1503	Annotated
k141_1653 flag=1 multi=174.0000 len=506	NA	NA	506	Unannotated
k141_1659 flag=1 multi=55.0000 len=378	NA	NA	378	Unannotated
k141_1279 flag=1 multi=651.0000 len=1988	Rhodococcus qingshengii	25	1988	Annotated
k141_1979 flag=1 multi=707.0000 len=9238	Rhodococcus qingshengii	24	9238	Annotated
k141_1131 flag=1 multi=685.0000 len=4283	Rhodococcus qingshengii	25	4283	Annotated
k141_2211 flag=1 multi=121.0000 len=334	Rhodococcus qingshengii	25	334	Annotated
k141_1987 flag=1 multi=1122.0000 len=312	Rhodococcus qingshengii	27	312	Annotated
k141_401 flag=1 multi=249.0000 len=411	Rhodococcus qingshengii	25	411	Annotated
k141_873 flag=1 multi=648.0000 len=4982	Rhodococcus qingshengii	25	4982	Annotated
k141_1316 flag=1 multi=186.5854 len=305	NA	NA	305	Unannotated
k141_1321 flag=1 multi=134.0000 len=356	Staphylococcus arlettae	6	356	Target
k141_1109 flag=1 multi=272.0000 len=814	Rhodococcus erythropolis	3	814	Annotated
k141_1231 flag=1 multi=569.0000 len=1751	Rhodococcus qingshengii	25	1751	Annotated
k141_1228 flag=1 multi=693.0000 len=26482	Rhodococcus qingshengii	23	26482	Annotated
k141_949 flag=1 multi=169.0000 len=319	Sphingomonas sp. MM-1	2	319	Target
k141_2261 flag=1 multi=621.0000 len=5139	Rhodococcus qingshengii	25	5139	Annotated
k141_2147 flag=1 multi=173.0000 len=341	Rhodococcus qingshengii	25	341	Annotated
k141_437 flag=1 multi=158.0000 len=314	Alternaria infectoria	1	314	Target
k141_953 flag=1 multi=575.0000 len=736	Rhodococcus erythropolis	9	736	Annotated
k141_1887 flag=1 multi=183.0000 len=410	Rhodococcus qingshengii	25	410	Annotated
k141_1396 flag=1 multi=123.0000 len=319	Burkholderia glumae	58	319	Target
k141_621 flag=1 multi=719.0000 len=22010	Rhodococcus qingshengii	25	22010	Annotated
k141_1392 flag=1 multi=220.0000 len=710	Rhodococcus qingshengii	24	710	Annotated
k141_629 flag=1 multi=97.0000 len=460	Oncorhynchus keta	54	460	Target
k141_1460 flag=1 multi=362.0000 len=484	Rhodococcus qingshengii	23	484	Annotated
k141_623 flag=1 multi=168.0000 len=406	Acidiphilium multivorum AIU301	2	406	Annotated
k141_2095 flag=1 multi=663.0000 len=10259	Rhodococcus qingshengii	25	10259	Annotated
k141_1612 flag=1 multi=419.0000 len=10430	Rhodococcus qingshengii	25	10430	Annotated
k141_2214 flag=1 multi=354.0000 len=322	Rhodococcus qingshengii	25	322	Annotated
k141_1610 flag=1 multi=1034.0000 len=2289	Rhodococcus qingshengii	9	2289	Annotated
k141_546 flag=1 multi=760.0000 len=491	Rhodococcus qingshengii	25	491	Annotated
k141_245 flag=1 multi=702.0000 len=2410	Rhodococcus qingshengii	25	2410	Annotated
k141_541 flag=1 multi=434.0000 len=318	Rhodococcus qingshengii	25	318	Annotated
k141_556 flag=1 multi=295.0000 len=325	NA	NA	325	Unannotated
k141_252 flag=1 multi=548.0000 len=380	Rhodococcus qingshengii	31	380	Annotated
k141_688 flag=1 multi=213.0000 len=354	Oncorhynchus keta	100	354	Target
k141_215 flag=1 multi=1723.0000 len=729	NA	NA	729	Unannotated
k141_2348 flag=1 multi=283.0000 len=309	Rhodococcus qingshengii	25	309	Annotated
k141_328 flag=1 multi=707.0000 len=5208	Rhodococcus qingshengii	25	5208	Annotated
k141_2274 flag=1 multi=630.0000 len=904	Rhodococcus qingshengii	25	904	Annotated
k141_689 flag=1 multi=734.0000 len=7357	Rhodococcus qingshengii	25	7357	Annotated
k141_1171 flag=1 multi=157.0000 len=354	NA	NA	354	Unannotated
k141_790 flag=1 multi=605.0000 len=705	Rhodococcus qingshengii	25	705	Annotated
k141_2318 flag=1 multi=82.0000 len=348	Pseudomonas poae	26	348	Target
k141_2315 flag=1 multi=645.0000 len=40465	Rhodococcus qingshengii	28	40465	Annotated
k141_1840 flag=1 multi=390.0000 len=305	Knufia obscura	1	305	Target
k141_1847 flag=1 multi=765.0000 len=393	NA	NA	393	Unannotated
k141_1234 flag=1 multi=682.0000 len=3532	Rhodococcus qingshengii	25	3532	Annotated
k141_1141 flag=1 multi=78.0000 len=303	Rhodococcus qingshengii	25	303	Annotated
k141_2229 flag=1 multi=687.0000 len=2481	Rhodococcus qingshengii	24	2481	Annotated
k141_637 flag=1 multi=119.0000 len=394	NA	NA	394	Unannotated
k141_1337 flag=1 multi=344.0000 len=822	Rhodococcus qingshengii	25	822	Annotated
k141_370 flag=1 multi=132.0000 len=371	Knufia obscura	1	371	Target
k141_1589 flag=1 multi=596.0000 len=7574	Rhodococcus qingshengii	25	7574	Annotated
k141_365 flag=1 multi=628.0000 len=3999	Rhodococcus qingshengii	26	3999	Annotated
k141_1996 flag=1 multi=673.0000 len=1415	Rhodococcus qingshengii	25	1415	Annotated
k141_1890 flag=1 multi=421.0000 len=371	Streptomyces luteogriseus	2	371	Annotated
k141_1992 flag=1 multi=266.0000 len=387	Rhodococcus qingshengii	25	387	Annotated
k141_1615 flag=1 multi=293.0000 len=2734	Rhodococcus opacus	10	2734	Target
k141_761 flag=1 multi=364.0000 len=313	Escherichia coli	88	313	Target
k141_1467 flag=1 multi=684.0000 len=10538	Rhodococcus qingshengii	25	10538	Annotated
k141_2052 flag=1 multi=117.0000 len=314	Rhodococcus qingshengii	25	314	Annotated
k141_1146 flag=1 multi=680.0000 len=15938	Rhodococcus qingshengii	25	15938	Annotated
k141_762 flag=1 multi=308.0000 len=1106	Rhodococcus qingshengii	25	1106	Annotated
k141_2056 flag=1 multi=571.0000 len=1390	Rhodococcus qingshengii	25	1390	Annotated
k141_1184 flag=1 multi=343.0000 len=1795	Rhodococcus qingshengii	19	1795	Annotated
k141_1594 flag=1 multi=745.0000 len=10215	Rhodococcus qingshengii	25	10215	Annotated
k141_2058 flag=1 multi=227.0000 len=558	Rhodococcus qingshengii	25	558	Annotated
k141_928 flag=1 multi=341.0000 len=430	Rhodococcus qingshengii	17	430	Annotated
k141_663 flag=1 multi=138.0000 len=340	Pseudomonas chlororaphis	13	340	Target
k141_1958 flag=1 multi=240.0000 len=507	Rhodococcus qingshengii	25	507	Annotated
k141_2030 flag=1 multi=360.0000 len=3200	Rhodococcus qingshengii	27	3200	Annotated
k141_1444 flag=1 multi=396.0000 len=500	Rhodococcus qingshengii	23	500	Annotated
k141_1329 flag=1 multi=454.0000 len=12302	Rhodococcus qingshengii	32	12302	Annotated
k141_511 flag=1 multi=130.0000 len=332	Rhodococcus qingshengii	24	332	Annotated
k141_769 flag=1 multi=248.0000 len=518	Cutibacterium avidum	8	518	Target
k141_1622 flag=1 multi=2995.0000 len=549	Rhodococcus pyridinivorans	15	549	Target
k141_889 flag=1 multi=22.0000 len=303	Ensifer adhaerens	12	303	Target
k141_2001 flag=1 multi=195.0000 len=393	Rhodococcus erythropolis	1	393	Annotated
k141_1411 flag=1 multi=591.0000 len=1024	Rhodococcus qingshengii	25	1024	Annotated
k141_1413 flag=1 multi=685.0000 len=6196	Rhodococcus qingshengii	24	6196	Annotated
k141_1744 flag=1 multi=656.0000 len=1180	Rhodococcus qingshengii	25	1180	Annotated
k141_1244 flag=1 multi=648.0000 len=3761	Prescottella equi	27	3761	Target
k141_2062 flag=1 multi=554.0000 len=1083	Rhodococcus qingshengii	25	1083	Annotated
k141_2256 flag=1 multi=636.0000 len=2438	Rhodococcus qingshengii	25	2438	Annotated
k141_514 flag=1 multi=666.0000 len=3430	Prescottella equi	26	3430	Target
k141_2281 flag=1 multi=677.0000 len=13133	Rhodococcus qingshengii	25	13133	Annotated
k141_2286 flag=1 multi=242.0000 len=473	Rhodococcus qingshengii	25	473	Annotated
k141_1478 flag=1 multi=340.0000 len=730	Rhodococcus qingshengii	25	730	Annotated
k141_2102 flag=1 multi=613.0000 len=7370	Rhodococcus qingshengii	25	7370	Annotated
k141_1253 flag=1 multi=52.0000 len=486	Roseomonas sp. CCTCC AB2023176	1	486	Target
k141_808 flag=1 multi=692.0000 len=359	Prescottella equi	25	359	Target
k141_1261 flag=1 multi=391.0000 len=314	NA	NA	314	Unannotated
k141_1335 flag=1 multi=796.0000 len=3802	Rhodococcus qingshengii	26	3802	Annotated
k141_1631 flag=1 multi=249.0000 len=1291	Rhodococcus qingshengii	25	1291	Annotated
k141_2290 flag=1 multi=36.0000 len=408	Novosphingobium sp.	2	408	Annotated
k141_2362 flag=3 multi=376.2667 len=306	Oncorhynchus keta	17	306	Target
k141_2071 flag=1 multi=69.0000 len=323	Sphingomonas panacis	1	323	Target
k141_2329 flag=1 multi=692.0000 len=17552	Rhodococcus qingshengii	25	17552	Annotated
k141_2371 flag=3 multi=97.7348 len=273	NA	NA	273	Unannotated
k141_1495 flag=1 multi=801.0000 len=831	Rhodococcus qingshengii	25	831	Annotated
k141_300 flag=1 multi=663.0000 len=8328	Rhodococcus qingshengii	26	8328	Annotated
k141_1670 flag=1 multi=704.0000 len=4355	Rhodococcus qingshengii	25	4355	Annotated
k141_1791 flag=1 multi=750.0000 len=10723	Rhodococcus qingshengii	25	10723	Annotated
k141_1796 flag=1 multi=263.0000 len=421	Rhodococcus qingshengii	10	421	Annotated
k141_173 flag=1 multi=160.0000 len=310	Rhodococcus qingshengii	25	310	Annotated
k141_1200 flag=1 multi=1194.0000 len=803	Rhodococcus qingshengii	8	803	Annotated
k141_710 flag=1 multi=411.0000 len=415	Bradyrhizobium diazoefficiens	90	415	Target
k141_1414 flag=1 multi=693.0000 len=5198	Rhodococcus qingshengii	25	5198	Annotated
k141_2117 flag=1 multi=568.0000 len=3317	Rhodococcus qingshengii	25	3317	Annotated
k141_79 flag=1 multi=102.0000 len=418	NA	NA	418	Unannotated
k141_45 flag=1 multi=666.0000 len=309	Sipha flava	8	309	Target
k141_2114 flag=1 multi=660.0000 len=13056	Rhodococcus qingshengii	25	13056	Annotated
k141_86 flag=1 multi=288.0000 len=663	Rhodococcus erythropolis	7	663	Annotated
k141_53 flag=1 multi=119.0000 len=369	Rhodococcus qingshengii	25	369	Annotated
k141_2117 flag=1 multi=568.0000 len=3317	Rhodococcus qingshengii	25	3317	Annotated
k141_79 flag=1 multi=102.0000 len=418	NA	NA	418	Unannotated
k141_45 flag=1 multi=666.0000 len=309	Sipha flava	8	309	Target
k141_2114 flag=1 multi=660.0000 len=13056	Rhodococcus qingshengii	25	13056	Annotated
k141_86 flag=1 multi=288.0000 len=663	Rhodococcus erythropolis	7	663	Annotated
k141_53 flag=1 multi=119.0000 len=369	Rhodococcus qingshengii	25	369	Annotated
k141_417 flag=1 multi=1257.0000 len=557	Sphingomonadaceae bacterium	2	557	Target
k141_898 flag=1 multi=741.0000 len=10001	Rhodococcus qingshengii	25	10001	Annotated
k141_2187 flag=1 multi=442.0000 len=323	Rhodococcus qingshengii	25	323	Annotated
k141_98 flag=1 multi=693.0000 len=5929	Rhodococcus qingshengii	25	5929	Annotated
k141_2198 flag=1 multi=183.0000 len=382	Roseomonas mucosa	12	382	Target
k141_1544 flag=1 multi=1.0000 len=369	Influenza A virus	13	369	Target
k141_1797 flag=1 multi=618.0000 len=1687	Rhodococcus qingshengii	25	1687	Annotated
k141_1599 flag=1 multi=616.0000 len=2471	Rhodococcus qingshengii	27	2471	Annotated
k141_1082 flag=1 multi=734.0000 len=10539	Rhodococcus qingshengii	25	10539	Annotated
k141_1550 flag=1 multi=282.0000 len=2310	Rhodococcus qingshengii	25	2310	Annotated
k141_1012 flag=1 multi=975.0000 len=682	Aspergillus affinis	1	682	Target
k141_835 flag=1 multi=579.0000 len=28101	Rhodococcus qingshengii	25	28101	Annotated
k141_931 flag=1 multi=374.0000 len=4430	Rhodococcus qingshengii	28	4430	Annotated
k141_1115 flag=1 multi=703.0000 len=10022	Rhodococcus qingshengii	25	10022	Annotated
k141_1121 flag=1 multi=577.0000 len=1027	Rhodococcus qingshengii	25	1027	Annotated
k141_837 flag=1 multi=284.0000 len=440	Rhodococcus qingshengii	25	440	Annotated
k141_858 flag=1 multi=674.0000 len=916	Rhodococcus qingshengii	25	916	Annotated
k141_185 flag=1 multi=157.0000 len=576	Escherichia coli	93	576	Target
k141_782 flag=1 multi=363.0000 len=437	NA	NA	437	Unannotated
k141_103 flag=1 multi=709.0000 len=9509	Rhodococcus qingshengii	26	9509	Annotated
k141_191 flag=1 multi=274.0000 len=2056	Rhodococcus qingshengii	27	2056	Annotated
k141_1748 flag=1 multi=244.0000 len=326	Acidimicrobium ferrooxidans DSM 10331	1	326	Target
k141_187 flag=1 multi=140.0000 len=419	Rhodococcus qingshengii	25	419	Annotated
k141_1751 flag=1 multi=159.0000 len=358	Rhodococcus qingshengii	25	358	Annotated
k141_1346 flag=1 multi=624.0000 len=2916	Rhodococcus qingshengii	25	2916	Annotated
k141_1302 flag=1 multi=677.0000 len=7525	Rhodococcus qingshengii	25	7525	Annotated
k141_57 flag=1 multi=198.0000 len=617	Rhodococcus qingshengii	25	617	Annotated
k141_2155 flag=1 multi=220.0000 len=402	Rhodococcus qingshengii	25	402	Annotated
k141_2160 flag=1 multi=546.0000 len=394	NA	NA	394	Unannotated
k141_981 flag=1 multi=717.0000 len=1766	Rhodococcus qingshengii	25	1766	Annotated
k141_126 flag=1 multi=971.0000 len=594	NA	NA	594	Unannotated
k141_131 flag=1 multi=269.0000 len=363	Rhodococcus qingshengii	24	363	Annotated
k141_1861 flag=1 multi=89.0000 len=315	Rhodococcus qingshengii	25	315	Annotated
k141_971 flag=1 multi=603.0000 len=5707	Rhodococcus qingshengii	29	5707	Annotated
k141_599 flag=1 multi=337.0000 len=344	Rhodococcus globerulus	2	344	Annotated
k141_139 flag=1 multi=790.0000 len=438	NA	NA	438	Unannotated
k141_2077 flag=1 multi=262.0000 len=458	Rhodococcus qingshengii	25	458	Annotated
k141_2199 flag=1 multi=623.0000 len=35895	Rhodococcus qingshengii	33	35895	Annotated
k141_1266 flag=1 multi=528.0000 len=2417	Rhodococcus qingshengii	25	2417	Annotated
k141_1426 flag=1 multi=329.0000 len=354	Rhodococcus erythropolis	8	354	Annotated
k141_1428 flag=1 multi=631.0000 len=1980	Rhodococcus qingshengii	26	1980	Annotated
k141_748 flag=1 multi=716.0000 len=6265	Rhodococcus qingshengii	25	6265	Annotated
k141_1718 flag=1 multi=236.0000 len=335	Rhodococcus qingshengii	25	335	Annotated
k141_1017 flag=1 multi=701.0000 len=10928	Rhodococcus qingshengii	25	10928	Annotated
k141_573 flag=1 multi=461.0000 len=1294	Rhodococcus qingshengii	25	1294	Annotated
k141_2200 flag=1 multi=728.0000 len=3166	Rhodococcus qingshengii	25	3166	Annotated
k141_1566 flag=1 multi=587.0000 len=1140	Rhodococcus qingshengii	25	1140	Annotated
k141_1433 flag=1 multi=2130.0000 len=355	Rhodococcus qingshengii	30	355	Annotated
k141_1865 flag=1 multi=656.0000 len=18626	Rhodococcus qingshengii	26	18626	Annotated
k141_351 flag=1 multi=685.0000 len=5225	Rhodococcus qingshengii	31	5225	Annotated
k141_354 flag=1 multi=220.0000 len=327	Delftia tsuruhatensis	10	327	Target
k141_70 flag=1 multi=431.0000 len=3093	Prescottella equi	26	3093	Target
k141_313 flag=1 multi=540.0000 len=2433	Propionibacterium freudenreichii	24	2433	Target
k141_1434 flag=1 multi=685.0000 len=7214	Rhodococcus qingshengii	26	7214	Annotated
k141_2133 flag=1 multi=185.0000 len=433	Rhodococcus qingshengii	25	433	Annotated
k141_1555 flag=1 multi=224.0000 len=323	Rhodococcus qingshengii	25	323	Annotated
k141_618 flag=1 multi=4450.0000 len=502	Aspergillus ustus	2	502	Annotated
k141_1678 flag=1 multi=647.0000 len=2186	Rhodococcus qingshengii	25	2186	Annotated
k141_607 flag=1 multi=307.0000 len=2114	Rhodococcus qingshengii	25	2114	Annotated
k141_2335 flag=1 multi=150.0000 len=431	Rhodococcus qingshengii	25	431	Annotated
k141_283 flag=1 multi=1896.0000 len=827	Influenza A virus	27	827	Target
k141_940 flag=1 multi=916.0000 len=517	Rhodococcus qingshengii	25	517	Annotated
k141_1026 flag=1 multi=95.0000 len=503	Variovorax paradoxus	8	503	Target
k141_2010 flag=1 multi=85.0000 len=321	NA	NA	321	Unannotated
k141_2336 flag=1 multi=617.0000 len=6225	Rhodococcus qingshengii	26	6225	Annotated
k141_462 flag=1 multi=285.0000 len=565	Rhodococcus qingshengii	25	565	Annotated
k141_1219 flag=1 multi=732.0000 len=5829	Rhodococcus qingshengii	4	5829	Annotated
k141_1124 flag=1 multi=753.0000 len=2454	Rhodococcus qingshengii	25	2454	Annotated
k141_151 flag=1 multi=432.0000 len=328	NA	NA	328	Unannotated
k141_565 flag=1 multi=303.0000 len=406	NA	NA	406	Unannotated
k141_487 flag=1 multi=139.0000 len=316	Flavonifractor plautii	9	316	Target
k141_231 flag=1 multi=621.0000 len=334	Rhodococcus qingshengii	25	334	Annotated
k141_1533 flag=1 multi=511.0000 len=1441	Rhodococcus qingshengii	10	1441	Annotated
k141_470 flag=1 multi=164.0000 len=388	Leucoraja erinaceus	5	388	Target
k141_739 flag=1 multi=134.0000 len=345	Devosia neptuniae	1	345	Target
k141_1968 flag=1 multi=631.0000 len=504	Rhodococcus qingshengii	25	504	Annotated
k141_528 flag=1 multi=538.0000 len=355	NA	NA	355	Unannotated
k141_0 flag=1 multi=306.0000 len=1993	Rhodococcus qingshengii	26	1993	Annotated
k141_1094 flag=1 multi=816.0000 len=427	Rhodococcus qingshengii	25	427	Annotated
k141_8 flag=1 multi=66.0000 len=310	Triticum aestivum	51	310	Target
k141_742 flag=1 multi=1374.0000 len=377	Sarocladium implicatum	2	377	Target
k141_18 flag=1 multi=694.0000 len=606	Rhodococcus qingshengii	25	606	Annotated
k141_22 flag=1 multi=33.0000 len=463	Escherichia coli	85	463	Target
k141_1033 flag=1 multi=99.0000 len=315	NA	NA	315	Unannotated
k141_12 flag=1 multi=29.0000 len=324	Streptococcus pneumoniae	57	324	Target
k141_33 flag=1 multi=1119.0000 len=345	Prescottella equi	16	345	Target
k141_358 flag=1 multi=78.0000 len=391	Cereibacter sphaeroides	13	391	Target
k141_1037 flag=1 multi=717.0000 len=12999	Rhodococcus qingshengii	25	12999	Annotated
k141_1069 flag=1 multi=2158.0000 len=684	Mycobacterium avium subsp. hominissuis	5	684	Target
k141_1578 flag=1 multi=346.0000 len=700	Rhodococcus qingshengii	24	700	Annotated
k141_1648 flag=1 multi=1015.0000 len=320	NA	NA	320	Unannotated
k141_1573 flag=1 multi=1.0000 len=404	Influenza A virus	34	404	Target
k141_427 flag=1 multi=712.0000 len=7724	Rhodococcus qingshengii	22	7724	Annotated
k141_992 flag=1 multi=54.0000 len=356	Limnobacter profundi	1	356	Target
k141_426 flag=1 multi=784.0000 len=495	Rhodococcus qingshengii	23	495	Annotated
k141_2267 flag=1 multi=302.0000 len=1260	Streptomyces anulatus	12	1260	Target
k141_580 flag=1 multi=671.0000 len=2695	Rhodococcus qingshengii	25	2695	Annotated
k141_643 flag=1 multi=130.0000 len=534	Rhodococcus qingshengii	24	534	Annotated
k141_647 flag=1 multi=86.0000 len=398	NA	NA	398	Unannotated
k141_1690 flag=1 multi=624.0000 len=468	Rhodococcus qingshengii	25	468	Annotated
k141_1692 flag=1 multi=170.0000 len=365	Rhodococcus qingshengii	24	365	Annotated
k141_2017 flag=1 multi=417.0000 len=752	Mycobacterium avium subsp. hominissuis	26	752	Target
k141_1160 flag=1 multi=322.0000 len=398	Rhodococcus qingshengii	25	398	Annotated
k141_238 flag=1 multi=284.0000 len=441	Chryseobacterium indologenes	25	441	Target
k141_844 flag=1 multi=177.0000 len=369	NA	NA	369	Unannotated
k141_235 flag=1 multi=671.0000 len=4028	Rhodococcus qingshengii	25	4028	Annotated
k141_619 flag=1 multi=695.0000 len=8188	Rhodococcus qingshengii	25	8188	Annotated
k141_1072 flag=1 multi=332.0000 len=7248	Rhodococcus qingshengii	22	7248	Annotated
k141_750 flag=1 multi=161.0000 len=306	Sphingobium sp. TomTYG43	1	306	Annotated
k141_376 flag=1 multi=1330.0000 len=808	Cairneyella variabilis	2	808	Target
k141_383 flag=1 multi=350.0000 len=369	Lodderomyces beijingensis	3	369	Annotated
k141_387 flag=1 multi=499.0000 len=376	Rhodococcus qingshengii	24	376	Annotated
k141_1040 flag=1 multi=686.0000 len=2272	Rhodococcus qingshengii	25	2272	Annotated
k141_1056 flag=1 multi=1037.0000 len=457	Fusarium musae	19	457	Target
k141_1076 flag=1 multi=184.0000 len=434	Rhodococcus qingshengii	25	434	Annotated
k141_752 flag=1 multi=203.0000 len=336	Rhodococcus qingshengii	25	336	Annotated
k141_298 flag=1 multi=485.0000 len=679	Alternaria incomplexa	2	679	Target
k141_473 flag=1 multi=119.0000 len=385	Rhodopseudomonas palustris	10	385	Target
k141_1387 flag=1 multi=52.0000 len=315	Oncorhynchus keta	20	315	Target
k141_289 flag=1 multi=376.0000 len=12765	Rhodococcus qingshengii	25	12765	Annotated
k141_1900 flag=1 multi=617.0000 len=459	Rhodococcus qingshengii	24	459	Annotated
k141_1767 flag=1 multi=297.0000 len=812	Rhodococcus qingshengii	25	812	Annotated
k141_1912 flag=1 multi=76.0000 len=351	Acidiphilium multivorum AIU301	2	351	Annotated
