query	subject	cov	similarity
NC_010153.1	NC_010154.1	65.507521	82.018540
NC_010154.1	NC_010155.1	96.856911	87.327954
NC_010155.1	NC_010152.1	97.144552	90.089600
NC_010165.1	NC_001340.1	86.054422	72.246763
NC_010178.1	NC_043406.1	50.960141	66.163165
NC_010179.2	NC_024206.1	74.139576	86.121029
NC_010191.2	NC_028092.1	93.090465	96.120389
NC_010226.1	NC_008297.1	86.838026	69.888914
NC_010235.1	NC_076222.1	100.000000	84.294000
NC_010236.1	NC_075100.1	100.000000	91.837000
NC_010237.1	NC_049924.1	92.280148	99.325092
NC_010238.1	NC_008299.1	100.000000	88.881000
NC_010239.1	NC_005049.1	100.000000	84.180000
NC_010240.1	NC_002331.1	95.466271	94.547045
NC_010246.1	NC_029989.1	53.475833	65.217004
NC_010247.1	NC_010254.1	100.000000	71.106000
NC_010248.1	NC_010758.1	96.718529	72.290000
NC_010249.1	NC_005897.1	81.837516	68.424990
NC_010250.1	NC_010760.1	85.384187	69.518506
NC_010251.1	NC_010252.1	94.237865	68.206386
NC_010252.1	NC_010251.1	94.033211	68.203206
NC_010253.1	NC_006447.1	98.115465	71.032000
NC_010254.1	NC_010247.1	100.000000	71.106000
NC_010255.1	NC_010703.1	100.000000	69.309000
NC_010256.1	NC_010701.1	94.908655	69.843141
NC_010275.2	NC_003313.1	98.883815	99.976321
NC_010276.1	NC_076728.1	39.551412	70.953314
NC_010277.2	NC_025370.1	96.732875	81.101317
NC_010293.1	NC_037305.1	99.764798	91.472000
NC_010294.1	NC_038988.1	100.000000	81.719000
NC_010295.1	NC_007192.1	62.981431	68.354668
NC_010297.1	NC_005874.1	22.795217	74.856561
NC_010305.1	NC_005138.1	60.532573	68.330274
NC_010306.1	NC_048215.1	99.638137	79.618071
NC_010307.1	NC_007730.2	100.000000	82.612000
NC_010308.1	NC_076621.1	23.484848	78.000000
NC_010313.1	NC_011096.1	100.000000	89.982000
NC_010314.1	NC_038808.1	53.761468	72.550198
NC_010315.1	NC_038813.1	22.894986	78.036876
NC_010316.1	NC_038810.1	62.741490	75.883409
NC_010317.1	NC_038815.1	30.074488	80.831111
NC_010318.1	NC_003477.1	26.798030	77.573768
NC_010319.1	NC_038816.1	99.363057	79.747000
NC_010324.1	NC_027395.1	94.487712	95.297797
NC_010325.1	NC_023583.1	96.175342	94.479140
NC_010326.1	NC_022746.1	98.280059	95.555835
NC_010328.1	NC_010569.1	99.925317	89.630646
NC_010329.1	NC_027779.1	71.771772	67.028165
NC_010342.1	NC_009016.1	36.876035	66.875078
NC_010343.1	NC_009519.1	45.369831	71.643727
NC_010344.1	NA	NA	NA
NC_010345.1	NC_055743.1	5.521886	74.118000
NC_010346.1	NC_009519.1	92.738708	82.617000
NC_010347.1	NC_009521.1	95.757576	74.588484
NC_010348.1	NC_009520.1	99.723375	70.181000
NC_010349.1	NC_027822.1	93.920803	80.166000
NC_010350.1	NC_010351.1	86.462324	98.005743
NC_010351.1	NC_010350.1	97.252350	98.024754
NC_010352.1	NC_004755.1	100.000000	77.050000
NC_010353.1	NC_007019.1	89.367808	97.100828
NC_010354.1	NC_039210.1	25.807305	66.910917
NC_010355.1	NC_007497.1	0.434734	67.033000
NC_010356.1	NC_077221.1	0.502021	79.026856
NC_010363.1	NC_048680.1	1.694915	70.594742
NC_010391.1	NC_010393.1	45.521148	73.792746
NC_010392.1	NC_010393.1	55.228805	90.236639
NC_010393.1	NC_010392.1	58.379145	90.233312
NC_010415.1	NC_013695.1	100.000000	70.353000
NC_010416.1	NC_003400.1	87.631541	77.623900
NC_010417.1	NC_015051.1	89.525483	76.863000
NC_010429.1	NC_021569.1	34.498325	81.005840
NC_010434.1	NC_006943.1	8.444097	69.373617
NC_010435.1	NC_004634.1	100.000000	88.347000
NC_010437.1	NC_010438.1	73.790864	73.124565
NC_010438.1	NC_076685.1	73.735794	70.721879
NC_010439.1	NC_005032.1	95.703268	91.404000
NC_010440.1	NC_010441.2	100.000000	90.423000
NC_010441.2	NC_010440.1	100.000000	90.423000
NC_010463.1	NC_047753.1	83.794854	93.007959
NC_010489.1	NC_077826.1	75.449832	79.547145
NC_010490.1	NC_030379.1	98.907988	75.678160
NC_010491.1	NC_077825.1	100.000000	78.864000
NC_010495.1	NC_054638.1	82.965972	92.292024
NC_010521.1	NC_006941.1	57.482717	67.595740
NC_010537.1	NC_010155.1	50.233168	68.749157
NC_010538.1	NC_026248.1	70.187135	68.875013
NC_010560.1	NC_018173.1	74.065811	70.564186
NC_010561.1	NC_012910.1	62.203986	71.363172
NC_010562.1	NC_006317.1	99.940423	73.686000
NC_010563.1	NC_006313.1	91.881244	71.244204
NC_010569.1	NC_028130.1	100.000000	87.846000
NC_010576.1	NC_055027.1	89.842977	94.180433
NC_010583.1	NC_048145.1	96.350398	96.100688
NC_010584.1	NC_005166.1	86.021778	64.150096
NC_010585.1	NC_005167.1	95.123839	69.459000
NC_010586.1	NC_005168.1	92.208142	70.461000
NC_010587.1	NC_005169.1	11.208024	71.429000
NC_010588.1	NC_005170.1	45.060349	67.957494
NC_010589.1	NC_005171.1	98.383937	67.144000
NC_010590.1	NC_005172.1	9.439528	70.769000
NC_010591.1	NC_005173.1	68.275862	66.444000
NC_010592.1	NC_005174.1	37.066667	72.421954
NC_010593.1	NA	NA	NA
NC_010594.1	NC_037666.1	2.849741	100.000000
NC_010618.1	NC_021202.1	100.000000	85.052000
NC_010619.1	NC_007735.1	100.000000	85.885312
NC_010620.1	NC_013593.1	100.000000	88.977000
NC_010624.1	NC_006554.1	99.839099	84.455000
NC_010646.1	NC_046965.1	29.644007	67.344946
NC_010647.1	NC_004099.1	100.000000	85.122000
NC_010648.1	NC_004100.1	74.199769	79.940585
NC_010661.1	NC_032263.1	97.848245	74.190000
NC_010662.1	NC_032266.1	83.224044	66.623000
NC_010663.1	NC_032267.1	43.151970	66.245000
NC_010664.1	NC_032262.1	71.214511	65.798000
NC_010665.1	NC_032261.1	24.300518	73.527264
NC_010666.1	NC_032260.1	13.049696	63.957000
NC_010667.1	NC_032265.1	99.424765	68.622000
NC_010668.1	NC_032258.1	97.710746	73.121000
NC_010669.1	NC_002559.1	44.532650	68.201772
NC_010670.1	NC_032264.1	93.475625	67.130162
NC_010671.1	NC_038369.1	2.198280	67.655331
NC_010700.1	NC_010256.1	82.147165	71.433968
NC_010701.1	NC_010256.1	90.234928	69.830527
NC_010702.1	NC_010703.1	98.907716	69.521000
NC_010703.1	NC_010255.1	100.000000	69.309000
NC_010704.1	NC_034558.1	92.287582	70.165123
NC_010705.1	NC_010755.1	97.321814	90.107948
NC_010706.1	NC_010754.1	99.955595	84.792000
NC_010707.1	NC_034564.1	98.541255	74.496000
NC_010708.1	NC_034557.1	96.575532	70.011794
NC_010709.1	NC_078907.1	87.829815	70.866867
NC_010710.1	NC_013219.1	69.477612	71.911029
NC_010711.1	NC_023682.1	5.606968	70.224951
NC_010712.1	NC_070877.1	1.648590	84.615000
NC_010713.1	NC_011346.1	100.000000	82.131000
NC_010714.1	NC_011347.1	71.599565	80.482780
NC_010732.1	NC_055129.1	85.152027	85.225017
NC_010735.1	NC_014325.1	78.823650	67.513823
NC_010736.1	NC_009995.1	87.289169	68.426755
NC_010737.1	NC_001497.2	41.903280	68.552512
NC_010738.1	NC_003554.1	24.305802	67.852852
NC_010739.1	NC_035199.1	95.040886	72.495141
NC_010743.1	NC_030158.1	1.647686	79.412000
NC_010744.1	NC_075034.1	0.936037	86.111000
NC_010745.1	NC_054652.1	1.074279	85.714000
NC_010745.1	NC_071157.1	1.074279	85.714000
NC_010746.1	NC_029104.1	1.895108	81.818000
NC_010746.1	NC_041976.1	1.895108	81.818000
NC_010747.1	NC_028808.2	1.410506	90.323000
NC_010748.1	NC_007525.1	3.509639	74.648000
NC_010749.1	NA	NA	NA
NC_010750.1	NC_048715.1	1.953125	90.000000
NC_010751.1	NC_042047.1	3.358209	86.111000
NC_010752.1	NC_009988.1	4.615385	80.000000
NC_010753.1	NC_036594.1	4.508197	85.714000
NC_010754.1	NC_010706.1	97.700651	84.792000
NC_010755.1	NC_010705.1	97.462619	89.823000
NC_010756.1	NC_005894.1	97.005285	68.559000
NC_010757.1	NC_010756.1	99.413490	71.216605
NC_010758.1	NC_010248.1	98.416811	72.480326
NC_010759.1	NC_010761.1	68.741120	68.492403
NC_010760.1	NC_010250.1	85.558963	69.518256
NC_010761.1	NC_010759.1	68.242099	68.490678
NC_010791.1	NC_030699.1	100.000000	81.107000
NC_010792.1	NC_040187.1	72.415066	77.682000
NC_010797.1	NC_013464.1	92.653509	74.922000
NC_010799.1	NC_003326.1	85.510949	72.884000
NC_010800.1	NC_048214.1	93.513396	78.113021
NC_010806.1	NC_031800.1	37.000689	66.898249
NC_010807.1	NC_031066.1	98.959165	95.118680
NC_010808.1	NC_007050.1	83.419783	95.337763
NC_010809.1	NC_003688.1	87.328164	74.489416
NC_010810.1	NC_009448.2	99.974878	84.008000
NC_010811.2	NC_049850.1	13.518843	68.628868
NC_010812.1	NC_038913.1	100.000000	92.681000
NC_010817.1	NC_010107.1	99.546516	80.837000
NC_010818.1	NC_003418.1	100.000000	87.436000
NC_010820.1	NC_043445.1	100.000000	81.019000
NC_010821.1	NC_062582.1	29.563526	68.723506
NC_010832.1	NC_007408.1	73.141986	70.897951
NC_010833.1	NC_038981.1	98.338257	76.420198
NC_010834.1	NC_037611.1	80.135186	74.557657
NC_010835.1	NC_008494.1	100.000000	78.779000
NC_010836.1	NC_017002.1	88.310649	76.882000
NC_010837.1	NC_017001.1	91.147787	78.247000
NC_010838.1	NC_016577.1	100.000000	86.805000
NC_010839.1	NC_004612.1	77.724771	77.503070
NC_010840.1	NC_055126.1	100.000000	84.022000
NC_010944.1	NC_001367.1	97.555242	68.311716
NC_010945.1	NC_071058.1	25.853434	69.418204
NC_010946.1	NC_024894.1	100.000000	81.669000
NC_010947.1	NC_038876.1	100.000000	83.153000
NC_010948.1	NC_035887.1	100.000000	86.735000
NC_010949.1	NC_038807.1	100.000000	89.240000
NC_010950.1	NC_025266.1	100.000000	80.351000
NC_010951.1	NC_035888.1	99.340574	79.458000
NC_010952.1	NC_008492.1	100.000000	82.991000
NC_010953.1	NC_060099.1	92.283588	78.109357
NC_010954.1	NC_006262.1	88.038525	71.547000
NC_010955.1	NC_001831.1	1.126678	86.087017
NC_010956.1	NC_012959.1	99.789072	92.799506
NC_010984.1	NC_040515.1	99.439305	75.521000
NC_010985.1	NC_028498.1	71.754304	69.722000
NC_010986.1	NC_028493.1	25.344645	68.515921
NC_010987.1	NC_013075.1	98.782681	74.304655
NC_010988.1	NC_027927.1	100.000000	78.310000
NC_010989.1	NC_040516.1	98.926271	74.307000
NC_010990.1	NC_040518.1	99.495342	74.424000
NC_010991.1	NC_040517.1	6.338028	84.567833
NC_011019.1	NC_042327.1	86.407078	93.858721
NC_011020.1	NC_023708.1	97.141344	97.714723
NC_011021.1	NC_011022.1	97.426085	99.449635
NC_011022.1	NC_011021.1	97.080645	99.451055
NC_011023.1	NC_054814.1	93.749527	87.044030
NC_011024.1	NC_004569.1	100.000000	84.343000
NC_011038.1	NC_008694.1	98.443519	97.459447
NC_011039.1	NC_023578.1	75.815148	75.350444
NC_011040.1	NC_047984.1	96.966044	92.563295
NC_011041.1	NC_028248.1	97.080763	95.351090
NC_011042.1	NC_047829.1	89.949557	92.387328
NC_011043.1	NC_092456.1	97.520701	92.908283
NC_011044.1	NC_042034.1	96.440833	87.765825
NC_011045.1	NC_001604.1	92.603177	93.579854
NC_011046.1	NC_049425.1	100.000000	99.322212
NC_011048.1	NC_001423.1	100.000000	89.229600
NC_011050.1	NC_002551.1	100.000000	82.867000
NC_011051.1	NC_001523.1	71.825199	70.480450
NC_011052.2	NC_025681.1	100.000000	88.869000
NC_011054.1	NC_008205.1	83.412306	95.408820
NC_011055.1	NC_021305.1	93.864661	98.145134
NC_011056.1	NC_029093.1	96.198441	98.682053
NC_011057.1	NC_012027.1	99.939786	98.484278
NC_011058.1	NC_003493.2	100.000000	85.544000
NC_011062.1	NC_076687.1	16.516287	66.664181
NC_011065.1	NC_011068.1	35.464066	63.791000
NC_011066.1	NC_028379.1	3.307393	85.294000
NC_011067.1	NC_070984.1	3.333333	87.500000
NC_011067.1	NC_070986.1	3.333333	87.500000
NC_011067.1	NC_070987.1	3.333333	87.500000
NC_011067.1	NC_070993.1	3.333333	87.500000
NC_011068.1	NC_011065.1	35.003554	63.791000
NC_011069.1	NA	NA	NA
NC_011070.1	NA	NA	NA
NC_011085.3	NC_031115.1	93.626648	79.465136
NC_011086.1	NC_011538.1	100.000000	78.286000
NC_011096.1	NC_010313.1	100.000000	89.982000
NC_011097.2	NC_006955.1	35.732091	66.396608
NC_011103.1	NC_019934.1	1.076501	65.031000
NC_011104.1	NC_048737.1	63.279902	91.156409
NC_011105.1	NC_017865.1	100.000000	99.060000
NC_011106.1	NC_076884.1	83.791645	71.040266
NC_011107.1	NC_027375.1	100.000000	92.443534
NC_011108.1	NC_032405.1	51.476894	66.588696
NC_011109.1	NC_003348.1	48.361973	69.141141
NC_011132.1	NC_022990.1	69.726871	74.517067
NC_011135.1	NC_023034.1	100.000000	90.129000
NC_011142.1	NC_071133.1	10.753798	69.530430
NC_011165.1	NC_048626.1	98.918155	93.941396
NC_011166.1	NC_041902.1	99.218398	95.095211
NC_011167.1	NC_029024.1	87.098900	95.555706
NC_011181.1	NC_038450.1	100.000000	86.707000
NC_011182.1	NC_005331.1	90.463626	80.508380
NC_011183.1	NC_043252.1	9.993469	69.730109
NC_011187.1	NC_002568.2	21.340698	69.595315
NC_011189.1	NC_077674.1	99.093037	73.774000
NC_011190.1	NC_077675.1	99.556465	77.083000
NC_011201.1	NC_047930.1	82.687620	84.708470
NC_011202.1	AC_000019.1	100.000000	98.186000
NC_011203.1	AC_000018.1	100.000000	96.142562
NC_011216.1	NC_028667.1	4.243390	68.621534
NC_011217.1	NC_009986.1	89.073712	89.879803
NC_011222.1	NC_016770.1	86.514278	89.078787
NC_011267.1	NC_029059.1	93.541738	94.699365
NC_011268.1	NC_076291.1	96.281444	70.112839
NC_011269.2	NC_011270.1	97.679477	99.221243
NC_011270.1	NC_023733.1	97.898726	98.553778
NC_011271.1	NC_054717.1	97.855469	99.299440
NC_011272.1	NC_023737.1	99.025303	99.138533
NC_011273.1	NC_054714.1	88.671462	84.919075
NC_011280.1	NC_018076.1	34.724518	67.829182
NC_011285.1	NC_008200.1	99.172057	97.686191
NC_011287.1	NC_055825.1	88.246747	93.036818
NC_011288.1	NC_042317.1	84.747995	97.452328
NC_011289.1	NC_051710.1	84.907303	95.020397
NC_011290.1	NC_008200.1	98.677612	97.171702
NC_011291.1	NC_023697.1	71.500521	94.123100
NC_011292.1	NC_023578.1	98.377132	96.824864
NC_011308.1	NC_009814.1	21.406925	68.444913
NC_011309.2	NC_003897.1	100.000000	85.249000
NC_011310.1	NC_025895.1	83.585908	69.399892
NC_011317.1	NC_004285.1	98.067166	79.765244
NC_011318.1	NC_019496.1	96.640260	97.849259
NC_011335.1	NC_024451.1	1.393463	70.646556
NC_011344.1	NC_055041.1	93.946179	98.350548
NC_011345.1	NC_025960.1	87.852787	84.028202
NC_011346.1	NC_010713.1	100.000000	82.131000
NC_011347.1	NC_010714.1	72.362176	80.482543
NC_011348.1	NC_014446.1	100.000000	82.576000
NC_011349.1	NC_026470.1	12.517100	67.058131
NC_011356.1	NC_049944.1	80.865637	94.689049
NC_011357.1	NC_049943.1	89.754936	98.326132
NC_011362.1	NC_003533.1	12.078652	81.395000
NC_011372.2	NC_076520.1	83.131241	95.324000
NC_011373.1	NC_002484.2	26.717443	80.161172
NC_011398.1	NC_048642.1	72.110740	93.780119
NC_011399.1	NC_008574.2	95.296226	96.029450
NC_011400.1	NC_016155.1	98.833252	74.232000
NC_011421.1	NC_022761.1	97.697681	96.340969
NC_011423.1	NC_004690.1	99.654506	91.684586
NC_011500.2	NC_036594.1	6.071871	71.429000
NC_011501.2	NC_040405.1	84.796380	76.652000
NC_011502.2	NC_040406.1	89.423985	78.986000
NC_011503.2	NC_040412.1	92.278719	77.416000
NC_011504.2	NC_040415.1	58.055925	68.100000
NC_011505.2	NC_040407.1	89.205397	78.691000
NC_011506.2	NC_040413.1	98.366134	80.483000
NC_011507.2	NC_040414.1	98.879467	77.448000
NC_011508.2	NC_040408.1	96.796604	72.879000
NC_011509.2	NC_040411.1	88.053097	80.235000
NC_011510.2	NC_040409.1	98.687553	72.828000
NC_011515.1	NC_001726.1	48.580968	68.316751
NC_011523.1	NC_022094.1	52.014169	81.334228
NC_011525.1	NC_040703.1	40.633714	67.151915
NC_011530.1	NC_001576.1	6.737892	68.763271
NC_011532.1	NC_076289.1	76.566610	68.365170
NC_011534.1	NC_047984.1	91.292562	90.433652
NC_011535.1	NC_001339.1	86.556753	83.686571
NC_011536.1	NC_001575.2	26.237079	68.498812
NC_011537.1	NC_001513.1	87.093136	69.737192
NC_011538.1	NC_011086.1	100.000000	78.286000
NC_011539.1	NC_001513.1	86.756581	68.780636
NC_011540.1	NC_030926.1	56.658824	68.452353
NC_011541.1	NC_023628.1	89.658031	72.435000
NC_011543.1	NC_034265.1	27.171109	66.224000
NC_011544.1	NC_003849.1	34.574142	67.508361
NC_011545.2	NC_007218.1	100.000000	87.895000
NC_011546.1	NC_003323.1	99.573656	77.204000
NC_011547.1	NC_011550.1	91.501491	73.370757
NC_011549.1	NC_011547.1	88.483104	78.556292
NC_011550.1	NC_039208.1	92.622025	75.205025
NC_011551.1	NC_000935.1	82.042792	96.634359
NC_011552.1	NC_002500.1	93.314972	75.738163
NC_011553.1	NC_008708.2	97.642323	83.743470
NC_011554.1	NC_008707.1	100.000000	81.010000
NC_011555.2	NC_008706.1	100.000000	71.962000
NC_011556.1	NC_022614.1	99.452191	78.603000
NC_011557.1	NC_038823.1	95.625351	67.298000
NC_011558.1	NC_079051.1	65.573047	69.742723
NC_011559.1	NC_011537.1	83.531133	69.526739
NC_011560.1	NC_003537.1	72.806578	66.371306
NC_011568.1	NC_079052.1	23.121197	67.853063
NC_011583.1	NC_003803.1	100.000000	87.950000
NC_011584.1	NC_004676.1	100.000000	95.970000
NC_011588.1	NC_040789.1	39.328449	67.659330
NC_011589.1	NC_003309.1	2.139648	69.979027
NC_011590.1	NC_001553.1	63.793103	77.021000
NC_011591.1	NC_040662.1	68.257201	68.478510
NC_011592.1	NC_013262.1	16.565818	66.786459
NC_011611.1	NC_061439.1	94.146672	94.292946
NC_011612.1	NC_019513.1	90.854358	96.734252
NC_011613.1	NC_061432.1	99.175584	98.907683
NC_011614.1	NC_010808.1	73.216385	90.690532
NC_011616.1	NC_055502.1	96.355477	94.022691
NC_011620.1	NC_055546.1	22.004662	65.138081
NC_011639.1	NC_055473.1	100.000000	76.816000
NC_011643.1	NC_003535.1	77.425792	69.036094
NC_011644.1	NC_075566.1	99.986520	93.042313
NC_011645.1	NC_019912.1	89.232700	93.418009
NC_011646.1	NC_075039.1	0.411994	81.967681
NC_011659.1	NC_024458.1	93.864013	72.523304
NC_011702.1	NC_016416.1	79.191005	71.915005
NC_011703.1	NC_017674.1	98.899373	96.527371
NC_011704.1	NC_001543.1	99.932633	78.425000
NC_011705.1	NC_017989.1	73.026725	66.610000
NC_011706.1	NC_030245.1	9.993675	68.125000
NC_011756.1	NC_017674.1	99.025456	95.792681
NC_011765.1	NC_015691.1	34.944283	65.218221
NC_011800.1	NC_001815.1	96.689796	71.211000
NC_011801.1	NC_000896.1	2.522217	67.660877
NC_011802.1	NC_014900.1	88.479054	98.521531
NC_011803.1	NC_016442.1	71.856102	68.428181
NC_011804.1	NC_004673.1	100.000000	88.949000
NC_011805.1	NC_004582.1	100.000000	87.673000
NC_011807.1	NC_003570.1	99.956654	82.292000
NC_011808.1	NC_003569.1	100.000000	85.320000
NC_011809.1	NC_009538.1	100.000000	85.338000
NC_011810.1	NC_050150.1	98.730308	93.533779
NC_011811.1	NC_015292.1	100.000000	98.323000
NC_011829.1	NC_027054.1	100.000000	88.384341
NC_011918.1	NC_043537.1	88.316993	72.513762
NC_011919.1	NC_043513.1	100.000000	80.326000
NC_011920.1	NC_010737.1	16.747750	65.217946
NC_011976.1	NC_013059.1	71.454808	99.001243
NC_012027.1	NC_041965.1	100.000000	97.853000
NC_012038.1	NC_077021.1	27.874034	67.876558
NC_012041.1	NC_005842.1	100.000000	85.165000
NC_012042.1	NC_075120.1	99.730562	76.799000
NC_012091.2	NC_004173.1	10.906014	65.362615
NC_012092.1	NC_012093.1	1.663894	95.082000
NC_012093.1	NC_012092.1	2.327386	95.082000
NC_012094.1	NC_035192.1	4.478398	73.626000
NC_012094.1	NC_076194.1	4.478398	73.626000
NC_012118.1	NC_008299.1	100.000000	91.880000
NC_012120.1	NC_003862.1	88.146789	80.841276
NC_012123.1	NC_020085.1	30.569085	65.358396
NC_012126.1	NC_076225.1	35.514019	73.922009
NC_012127.1	NC_012805.1	75.182482	94.660000
NC_012134.1	NC_003837.1	99.641791	71.587000
NC_012135.1	NC_003838.1	67.597956	70.638012
NC_012136.1	NC_003836.1	97.560976	79.514825
NC_012137.1	NC_004607.1	100.000000	86.787000
NC_012206.1	NC_055128.1	100.000000	78.196000
NC_012210.1	NC_026616.2	28.754068	68.336720
NC_012211.2	NC_001753.1	40.306266	67.248289
NC_012212.1	NC_032547.1	15.929017	64.165707
NC_012213.1	NC_008188.1	96.363128	75.463040
NC_012223.2	NC_073074.1	97.803960	92.192282
NC_012418.1	NC_047952.1	97.738228	91.387518
NC_012419.1	NC_025465.1	100.000000	94.913643
NC_012437.1	NC_005790.1	53.975654	69.716815
NC_012481.1	NC_038802.1	100.000000	89.500000
NC_012482.1	NC_038804.1	97.993706	89.110000
NC_012484.1	NC_034205.1	66.769136	66.600894
NC_012485.1	NC_040655.1	84.603866	68.928062
NC_012486.1	NC_027779.1	98.851529	73.296102
NC_012492.1	NC_014596.1	100.000000	88.025000
NC_012493.1	NC_038683.1	100.000000	85.609000
NC_012519.1	NC_024449.1	24.816862	67.275161
NC_012530.1	NC_048752.1	3.064506	71.668586
NC_012531.1	NC_033816.1	28.008837	67.250351
NC_012532.1	NC_035889.1	99.953678	88.857000
NC_012533.1	NC_035889.1	70.064348	65.538967
NC_012534.1	NC_015843.2	99.954300	72.494523
NC_012535.1	NC_003773.1	46.189944	66.800211
NC_012536.1	NC_009244.1	17.035775	65.563000
NC_012537.1	NC_003772.1	3.993711	75.590079
NC_012538.1	NC_019448.1	1.719422	86.957000
NC_012538.1	NC_025426.1	1.719422	86.957000
NC_012539.1	NC_009247.1	20.825069	66.635947
NC_012540.1	NC_075038.1	1.621622	92.593000
NC_012541.1	NC_075035.1	2.408931	85.366000
NC_012542.1	NC_003764.1	25.871688	66.037714
NC_012543.1	NC_055603.1	3.622578	81.395000
NC_012544.1	NA	NA	NA
NC_012545.1	NC_071042.1	2.431118	90.000000
NC_012546.1	NC_014637.1	5.480769	78.947000
NC_012553.1	NC_001936.1	99.885013	79.016779
NC_012554.2	NC_009491.1	76.105508	75.767606
NC_012557.1	NC_075096.1	100.000000	90.703000
NC_012558.1	NC_017087.1	8.981271	71.194736
NC_012561.1	NC_075015.1	95.115391	75.093262
NC_012564.1	NC_007455.1	100.000000	82.285000
NC_012584.1	AC_000012.1	83.173045	70.125303
NC_012584.1	NC_000942.1	83.173045	70.125303
NC_012585.1	NC_026622.1	45.856354	67.039000
NC_012635.1	NC_027979.1	100.000000	99.993000
NC_012636.1	NC_011317.1	100.000000	95.475232
NC_012638.1	NC_054926.1	96.884464	95.356415
NC_012639.1	NC_076728.1	66.629155	73.907615
NC_012662.1	NC_048035.1	96.694817	93.688651
NC_012663.1	NC_049807.1	96.489330	95.148413
NC_012664.1	NC_024012.1	13.253450	70.103000
NC_012665.1	NC_033554.1	100.000000	88.824000
NC_012666.1	NC_008237.1	100.000000	68.043000
NC_012671.1	NC_021069.1	100.000000	83.698000
NC_012685.1	NC_005341.1	31.463796	69.259485
NC_012696.1	NC_049435.1	95.375384	87.897888
NC_012697.1	NC_049435.1	100.000000	99.721622
NC_012698.2	NC_014791.1	89.260700	72.540177
NC_012699.1	NC_040674.1	78.815667	67.389767
NC_012702.1	NC_012703.1	80.462900	70.062391
NC_012703.1	NC_012702.1	81.377354	70.060871
NC_012728.1	NC_015655.1	99.874388	80.052400
NC_012729.2	NC_012042.1	100.000000	90.998000
NC_012735.1	NC_008719.1	100.000000	76.417000
NC_012740.1	NC_005066.1	94.561886	95.717240
NC_012741.1	NC_010105.1	95.805799	96.170013
NC_012742.1	NC_019933.2	53.230490	68.090585
NC_012743.2	NC_018452.1	89.767998	87.623668
NC_012749.1	NC_041979.1	98.452880	98.081084
NC_012753.1	NC_071055.1	81.059058	93.891887
NC_012754.1	NC_024503.1	100.000000	76.105000
NC_012755.1	NC_024504.1	100.000000	77.937000
NC_012756.1	NC_031941.1	60.125975	86.454471
NC_012757.1	NC_055051.1	100.000000	95.684704
NC_012776.1	NC_007905.1	75.415491	64.002000
NC_012777.1	NC_016153.1	32.430546	64.985656
